id_,date,week,business_distinct_code,business_area_code,business_area_name,store_name,address,lng,lat,type
ChIJqV1GXvyefDURzGhrTIrMcsA,2019-12-5,1,R,1001430,영등포전통시장,인디안롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9066823,37.5154709,store
ChIJqV1GXvyefDURzGhrTIrMcsA,2019-12-5,1,R,1001430,영등포전통시장,인디안롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9066823,37.5154709,establishment
ChIJe6ydYPyefDURRHQt4L6S5Ac,2019-12-5,1,R,1001430,영등포전통시장,캘빈클라인 진 롯데백화점 영등포점,"롯데백화점 영등포점 3층, Yeongdeungpo-gu",126.9070633,37.5158263,clothing_store
ChIJe6ydYPyefDURRHQt4L6S5Ac,2019-12-5,1,R,1001430,영등포전통시장,캘빈클라인 진 롯데백화점 영등포점,"롯데백화점 영등포점 3층, Yeongdeungpo-gu",126.9070633,37.5158263,point_of_interest
ChIJe6ydYPyefDURRHQt4L6S5Ac,2019-12-5,1,R,1001430,영등포전통시장,캘빈클라인 진 롯데백화점 영등포점,"롯데백화점 영등포점 3층, Yeongdeungpo-gu",126.9070633,37.5158263,store
ChIJe6ydYPyefDURRHQt4L6S5Ac,2019-12-5,1,R,1001430,영등포전통시장,캘빈클라인 진 롯데백화점 영등포점,"롯데백화점 영등포점 3층, Yeongdeungpo-gu",126.9070633,37.5158263,establishment
ChIJt0BDX_yefDURcSadqVLmLIs,2019-12-5,1,R,1001430,영등포전통시장,MCM롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9066823,37.5154709,point_of_interest
ChIJt0BDX_yefDURcSadqVLmLIs,2019-12-5,1,R,1001430,영등포전통시장,MCM롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9066823,37.5154709,store
ChIJt0BDX_yefDURcSadqVLmLIs,2019-12-5,1,R,1001430,영등포전통시장,MCM롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9066823,37.5154709,establishment
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,liquor_store
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,restaurant
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,food
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,point_of_interest
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,store
ChIJszWMBeWffDURpAFQjwTuOXg,2019-12-5,1,R,1001430,영등포전통시장,아트몬스터 영등포점,"23 Yeongdeungpo-ro 42-gil, Yeongdeungpo-gu",126.9069114,37.5173733,establishment
ChIJqV1GXvyefDURCeU5YsVn5gA,2019-12-5,1,R,1001430,영등포전통시장,중앙약국,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9071759,37.5152738,pharmacy
