id_,date,week,business_distinct_code,business_area_code,rating,rating_n,timespent_min,timespent_max
ChIJT9sKeMSYfDURPdEO4cKY8PA,2019-12-5,1,D,1001182,4.8,6,0,0
ChIJeUCyeMSYfDURs7QWKYTj5Zg,2019-12-5,1,D,1001182,4.0,31,0,0
ChIJ4xvyZsOYfDURK8JoZFQqZ-E,2019-12-5,1,D,1001182,5.0,9,25,60
ChIJvzM4VtuYfDURWePmcvnO7UU,2019-12-5,1,D,1001182,3.7,16,25,25
ChIJufS0PkWFfDURPJn6QDhvRj0,2019-12-5,1,D,1001182,5.0,1,0,0
ChIJwyNoUcOYfDURIU69RKmIRr4,2019-12-5,1,D,1001182,4.4,238,30,90
ChIJaZLqq9yYfDUR5I6ouzJOBRs,2019-12-5,1,D,1001182,4.0,114,25,60
ChIJQ3D-nMSYfDURvzK9BWRwVX4,2019-12-5,1,D,1001182,4.2,173,45,90
ChIJ__BK4sSYfDURs_G07P5DAl8,2019-12-5,1,D,1001182,4.0,177,60,150
ChIJm9_7GMWYfDURBoYzf95rz2E,2019-12-5,1,D,1001182,4.5,74,25,25
ChIJeSF1ZMKYfDURuSDtNcXO-fc,2019-12-5,1,D,1001182,3.7,257,30,60
ChIJj_rGPcOYfDURJR1383QzIA0,2019-12-5,1,D,1001182,4.0,95,30,30
ChIJ3yBcRsKYfDUROURqpLqYU3I,2019-12-5,1,D,1001182,4.0,357,20,60
ChIJRYHVZsKYfDURDP8DpTAJ5bw,2019-12-5,1,D,1001182,4.0,303,90,90
ChIJ3bKEP8OYfDURcMUeOGC8OHM,2019-12-5,1,D,1001182,3.9,158,45,90
ChIJZ2maiBSZfDURypPGx3UMIoI,2019-12-5,1,D,1001182,4.8,6,0,0
ChIJbXW7tsSYfDUR30zhGg0Ehv4,2019-12-5,1,D,1001182,4.2,62,0,0
ChIJP6M3gcSYfDURq-bPvtdItDo,2019-12-5,1,D,1001182,5.0,3,15,90
ChIJw__afsSYfDURe0N9mMxFNJs,2019-12-5,1,D,1001182,4.0,342,45,120
ChIJc-fwl8SYfDURG9JrVzbSrnY,2019-12-5,1,D,1001182,3.0,50,15,45
ChIJKTrxZtuYfDURedaPlYRpMPE,2019-12-5,1,D,1001182,4.2,410,0,0
ChIJ8YN0k9OZfDURou_nDy-P0Fs,2019-12-5,1,D,1001182,4.0,221,25,60
ChIJtVp8VcOYfDURK21YoxbrdH0,2019-12-5,1,D,1001182,4.2,426,90,90
ChIJ6aMX9rOZfDUR5FAsARksebw,2019-12-5,1,D,1001182,4.3,38,60,150
ChIJP8LlzdqYfDURrju654Av65o,2019-12-5,1,D,1001182,4.8,121,90,210
ChIJz0ALxhmjfDURnqAP74gtUFo,2019-12-5,1,D,1001192,4.2,191,30,30
ChIJWeC7jPSifDURzixegUEDcIM,2019-12-5,1,D,1001200,4.0,58,30,60
ChIJGxE-X_OifDURId1eD0hr8Fc,2019-12-5,1,D,1001200,4.0,40,30,90
ChIJl6AbY_OifDURj7bAf-HEcsY,2019-12-5,1,D,1001200,4.8,4,0,0
ChIJryrpnvSifDURiOvp-xMVXhw,2019-12-5,1,D,1001200,3.9,190,45,120
ChIJOwaWjPSifDURq6OwG3B7nmg,2019-12-5,1,D,1001200,4.3,112,30,30
ChIJs0IAeD-jfDUR10B4W2E-kAg,2019-12-5,1,D,1001201,3.5,13,0,0
ChIJ9XDV4O-ifDURKjI94KEc1h4,2019-12-5,1,D,1001203,4.3,1584,25,60
ChIJoY1oZvCifDURDKzruLYtCuU,2019-12-5,1,D,1001203,4.1,477,45,120
ChIJwzS4332jfDURFB1WlhBINd8,2019-12-5,1,D,1001203,4.1,67,60,120
ChIJ8ZjTl--ifDURjLz0x2-WBYw,2019-12-5,1,D,1001203,3.7,37,0,0
ChIJyzrhXvCifDURvmgi0Ozjv2E,2019-12-5,1,D,1001203,4.1,62,0,0
ChIJQ9UIcfCifDURL7nI-J5BNr4,2019-12-5,1,D,1001203,4.0,316,10,60
ChIJqRLa4vCifDURM7MyAJ7PcBY,2019-12-5,1,D,1001203,4.1,492,30,90
ChIJi7K6fyijfDURD5RYKDpnWfc,2019-12-5,1,D,1001203,4.3,1584,25,60
ChIJdRpvPPCifDUR1KQ7WBDtX7I,2019-12-5,1,D,1001203,3.8,239,20,45
ChIJqWezFfCifDURyfjjZonPlHU,2019-12-5,1,D,1001203,4.0,467,0,0
ChIJsUp7V_CifDURCRYfUJoyHFs,2019-12-5,1,D,1001203,4.0,690,30,90
ChIJC8zmmLKjfDURbli76bfixy4,2019-12-5,1,D,1001232,4.1,4416,90,90
ChIJXxhQzcKYfDURY208iFJWPK4,2019-12-5,1,D,1001183,4.5,150,0,0
ChIJseT_x8KYfDURamho37y6Lqo,2019-12-5,1,D,1001183,4.5,57,60,270
ChIJZ2maiBSZfDURypPGx3UMIoI,2019-12-5,1,D,1001183,4.8,6,0,0
ChIJRYHVZsKYfDURDP8DpTAJ5bw,2019-12-5,1,D,1001184,4.0,303,90,90
ChIJeSF1ZMKYfDURuSDtNcXO-fc,2019-12-5,1,D,1001184,3.7,257,30,60
ChIJXxhQzcKYfDURY208iFJWPK4,2019-12-5,1,D,1001184,4.5,150,0,0
ChIJseT_x8KYfDURamho37y6Lqo,2019-12-5,1,D,1001184,4.5,57,60,270
ChIJj2PFm6ekfDURK-YfK0LG_No,2019-12-5,1,D,1001187,3.9,79,20,60
ChIJE0qigVmjfDURr6Bw4hdG6Tg,2019-12-5,1,D,1001187,3.7,305,0,0
ChIJQf8_vfCifDURqYz5oMvyYJo,2019-12-5,1,D,1001189,3.3,58,45,120
ChIJB3adfvqifDURG5y_RMiTup8,2019-12-5,1,D,1001189,4.2,1675,30,60
ChIJxeXshQehfDURaRJAf2tZbjI,2019-12-5,1,D,1001073,4.3,8,15,15
ChIJ7Q2skgakfDURA9LbOwZ8djE,2019-12-5,1,D,1001077,4.0,196,0,0
ChIJL27gwVihfDURW_Fsz7LteJ4,2019-12-5,1,D,1001078,4.2,137,25,60
ChIJ345pjWeffDURLBeNCxshU6w,2019-12-5,1,D,1001105,4.1,435,25,25
ChIJKZP1weSffDURW-7tnYZdBhI,2019-12-5,1,D,1001105,3.8,15415,25,120
ChIJSQ_pROGifDURLE8soyL4ZIM,2019-12-5,1,D,1001208,3.7,183,20,60
ChIJ8TFyaYaXfDURjDAgI1cZc_I,2019-12-5,1,D,1001254,3.9,104,30,30
ChIJrSdnoxC8fDURrkOSBINWswY,2019-12-5,1,D,1001257,5.0,8,10,45
ChIJ4eDaGHSlfDURM1zPiQAAPCg,2019-12-5,1,D,1001107,4.2,128,90,150
ChIJNzOvYd2jfDURNBPfEpJPuu8,2019-12-5,1,D,1001109,4.1,173,15,45
ChIJ4fN8Yd2jfDURfRS53lFgjHk,2019-12-5,1,D,1001109,4.1,173,15,45
ChIJtbLra3WkfDURkVIg9_NQkHI,2019-12-5,1,D,1001111,3.6,58,10,10
ChIJszv52mq5fDURNmvvmebdnEA,2019-12-5,1,D,1001261,3.7,223,45,120
ChIJ6aga_j-5fDURdOMIfIHT0rQ,2019-12-5,1,D,1001263,3.9,3036,45,120
ChIJo4nQRBW5fDURZD9nZ9kxmmQ,2019-12-5,1,D,1001263,3.9,3036,45,120
ChIJO5m2bnWkfDURdDQYw4xgNbQ,2019-12-5,1,D,1001115,3.7,35,25,90
ChIJ36UmmYqjfDURk-ugUzmqqBo,2019-12-5,1,D,1001115,4.2,5,0,0
ChIJsxJp7OujfDURhL-pWNqb2q8,2019-12-5,1,D,1001117,3.9,578,60,120
ChIJc8wGceijfDURYi48PUA-Or4,2019-12-5,1,D,1001117,3.1,16,20,20
ChIJsdBb7-ujfDUR07tF6ZJSDzI,2019-12-5,1,D,1001117,4.3,437,60,60
ChIJXWObkOmjfDURg_rykwkHCqg,2019-12-5,1,D,1001117,4.1,3870,90,90
ChIJyThMV-mjfDURtJOwqSvG5hU,2019-12-5,1,D,1001117,3.9,25,20,20
ChIJvzaw_-ujfDURHPRNSPChh-0,2019-12-5,1,D,1001117,4.1,3870,90,90
ChIJyxxFf-mjfDURrAyF4ZY0ZEI,2019-12-5,1,D,1001117,4.0,15,30,30
ChIJLxf9pECjfDURFinDgSw_P9s,2019-12-5,1,D,1001117,4.3,15,0,0
ChIJZdzrnpWifDUR9256qHF4iPU,2019-12-5,1,D,1001117,3.8,95,60,120
ChIJl0qHeoijfDURjtsrXq25A3Q,2019-12-5,1,D,1001117,4.1,3870,90,90
ChIJC6tcxPyefDURetUuiSwbTJ4,2019-12-5,1,D,1001119,4.2,24,0,0
ChIJ4y_P4g2lfDURKp_YHjQdM9E,2019-12-5,1,D,1001082,4.5,45,30,90
ChIJr7m4mxqkfDURkRuiuKVmvYs,2019-12-5,1,D,1001082,4.0,68,0,0
ChIJhYlMHg6kfDURGNA9eWtJpQ0,2019-12-5,1,D,1001084,4.0,13,0,0
ChIJx_JXSRSkfDURaouYU5Lf2Tw,2019-12-5,1,D,1001088,4.5,8,90,90
ChIJXWDzUhSkfDURB8G3NRzlxWM,2019-12-5,1,D,1001088,4.5,8,90,90
ChIJRdVtk6ilfDURu-uy6ylrN-4,2019-12-5,1,D,1001088,4.1,64,45,150
ChIJxatI2VChfDURFtcYhxWUn7U,2019-12-5,1,D,1001066,4.2,40,0,0
ChIJG5nJ7oqdfDURxP3DHJV-caQ,2019-12-5,1,D,1001067,3.9,229,0,0
ChIJu4upE4qdfDURWA-JmuMgpOM,2019-12-5,1,D,1001067,3.7,50,20,20
ChIJGZmBb4qdfDURgWVz_oM-Mqw,2019-12-5,1,D,1001067,3.7,57,90,180
ChIJs4OITD2kfDURUEtUWLTeGbY,2019-12-5,1,D,1001068,4.3,175,20,60
ChIJ6zEJ-U6hfDUR0YiMykcmh2I,2019-12-5,1,D,1001047,4.3,21,0,0
ChIJi4n_A1ChfDURvWtJUQFaCkA,2019-12-5,1,D,1001048,3.8,153,60,120
ChIJDWIToGyhfDURkn2oJEVxCVk,2019-12-5,1,D,1001050,4.3,32,0,0
ChIJg5bNhxykfDURWBezOG2OjgY,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJX9SCiBykfDURSgSaGTiiS28,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJP7-ziBykfDUR1fZidjGv5mc,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJg5bNhxykfDURzO0C720UStY,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJ9S1nsy2lfDURdBSn8f9hTTs,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJr8Hve5mlfDURK4KNuJEdEQw,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJ3bothhykfDURGrrFQIFiSMM,2019-12-5,1,D,1001071,3.9,2115,30,90
ChIJd5crd3iZfDURudZloC0L4Hc,2019-12-5,1,D,1001167,4.4,1324,0,0
ChIJI6x5CbuffDUR8JEwXSMDXLg,2019-12-5,1,D,1001051,4.2,294,0,0
ChIJGa43VLqffDURtlkdiX_ONGI,2019-12-5,1,D,1001051,4.1,414,20,45
ChIJIz2rUaiffDURBKQqqA4-6rw,2019-12-5,1,D,1001051,4.3,272,25,90
ChIJbasRrFGhfDURP_T9777uJNY,2019-12-5,1,D,1001052,4.1,1287,90,150
ChIJVbb44rKhfDURQ9d43oRoP30,2019-12-5,1,D,1001022,4.6,87,0,0
ChIJC89iDEygfDURf2XxyC_41bo,2019-12-5,1,D,1001022,3.8,635,0,0
ChIJy6uhiVKkfDUREkfkPz19xTE,2019-12-5,1,D,1001093,4.3,3,0,0
ChIJS1TPDq2lfDURmwOS5a-VQME,2019-12-5,1,D,1001093,4.2,71,60,150
ChIJw8kLH62lfDURZrLpxOmU57A,2019-12-5,1,D,1001093,4.3,526,45,45
ChIJyYmIBa2lfDUR8-GsYF8uABM,2019-12-5,1,D,1001093,4.4,48,60,150
ChIJ14wBQA2kfDURdoFlwNpRekQ,2019-12-5,1,D,1001094,3.7,3,0,0
ChIJKfKyf2eefDURtT-zNMP-gCM,2019-12-5,1,D,1001096,4.2,219,90,90
ChIJo-6LeGeefDURwvVe38JkJNk,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJmcfHfGeefDURrFGmQDhzd_A,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJ3-7hfGeefDUR7A4TYYssw_c,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJ3-7hfGeefDURU8BON7RwjmU,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJ3-7hfGeefDURRwnIdQxVjOs,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJ3-7hfGeefDURitmKZEIYv3w,2019-12-5,1,D,1001096,3.6,16,20,90
ChIJ3-7hfGeefDURezOx43vBX-Q,2019-12-5,1,D,1001096,4.1,4730,45,150
ChIJtWTvWuBhezURCJ_HWxhRoMY,2019-12-5,1,D,1001027,3.9,2204,45,120
ChIJNVFSROBhezURTO87xiv68dk,2019-12-5,1,D,1001027,3.9,2204,45,120
ChIJ-VL0WuBhezURN20S67ZaDnU,2019-12-5,1,D,1001027,3.9,2204,45,120
ChIJ-VL0WuBhezURB2o9ZQCI1LY,2019-12-5,1,D,1001027,3.9,2204,45,120
ChIJkSYeUOBhezURN7Q3Kaeq0XY,2019-12-5,1,D,1001027,3.9,2204,45,120
ChIJ09XTsdKmfDURV3nh1rfvg5k,2019-12-5,1,D,1001014,4.2,94,25,60
ChIJJ2nGOdOmfDURdHio-HokO8A,2019-12-5,1,D,1001014,4.2,1754,20,60
ChIJnT_gm9KmfDUR6ORNDL-HY2o,2019-12-5,1,D,1001014,3.8,161,20,20
ChIJS2Vcka1hezURH7Ze51fZSwI,2019-12-5,1,D,1001015,4.7,6,0,0
ChIJOy3K5GykfDURi6Jw4Y3FGXg,2019-12-5,1,D,1001098,3.8,116,20,20
ChIJaZHuZWukfDUR7UeaGo-5JZM,2019-12-5,1,D,1001099,4.1,19,0,0
ChIJz8urgGykfDUR22mmHsj0Pcc,2019-12-5,1,D,1001099,4.4,88,15,60
ChIJ8-5klWukfDUR0rbmrq4SBmc,2019-12-5,1,D,1001099,3.7,403,25,90
ChIJXZ-XkGukfDURwrUEcJQTxdA,2019-12-5,1,D,1001099,3.7,403,25,90
ChIJJX08XxOkfDURMXnhs9ruUJU,2019-12-5,1,D,1001099,3.7,223,60,120
ChIJcY7K0WqkfDUR--nWJcpWOPY,2019-12-5,1,D,1001099,4.0,1,0,0
ChIJkYG1uRSkfDURN6awYNq5sXU,2019-12-5,1,D,1001099,3.9,137,20,20
ChIJfavImE2lfDUR6DlzX7kppzA,2019-12-5,1,D,1001099,4.0,88,0,0
ChIJ8-5klWukfDUR0rbmrq4SBmc,2019-12-5,1,D,1001103,3.7,403,25,90
ChIJkYG1uRSkfDURN6awYNq5sXU,2019-12-5,1,D,1001103,3.9,137,20,20
ChIJXZ-XkGukfDURwrUEcJQTxdA,2019-12-5,1,D,1001103,3.7,403,25,90
ChIJOS6-gGukfDURsNQTUOc_JNM,2019-12-5,1,D,1001103,4.5,97,20,45
ChIJaZHuZWukfDUR7UeaGo-5JZM,2019-12-5,1,D,1001103,4.1,19,0,0
ChIJcY7K0WqkfDUR--nWJcpWOPY,2019-12-5,1,D,1001103,4.0,1,0,0
ChIJL36qtGukfDUR42gSnR1N79U,2019-12-5,1,D,1001103,3.6,119,25,25
ChIJb4ImMRWkfDURYrrYiJk_b5I,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJaWSqU2qkfDURJGnsDpN4PgY,2019-12-5,1,D,1001103,3.9,16,45,45
ChIJ5QIdMRWkfDURCYmReqmCXxs,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJHVz8MBWkfDURz7_WMhajP3E,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJhXtHMRWkfDURf5PiE_c9uWM,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJHVz8MBWkfDURHCZnWmCqJMA,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJhXtHMRWkfDURMHiNurKbEhw,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJHVz8MBWkfDURWfm0QZjTle8,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJfavImE2lfDUR6DlzX7kppzA,2019-12-5,1,D,1001103,4.0,88,0,0
ChIJlbmgHWGlfDURSaARZ9hupGE,2019-12-5,1,D,1001103,3.7,547,25,25
ChIJj575MK-lfDURXrrDHndroN0,2019-12-5,1,D,1001103,4.0,54,0,0
ChIJf-Tx4f6jfDURtmRRiJPAcD0,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJ5QIdMRWkfDURrskPbCKXdwg,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJncS792qkfDURkqCUBHnmVN8,2019-12-5,1,D,1001103,4.2,4730,25,90
ChIJIfisU2qkfDURU8PgQXj72R0,2019-12-5,1,D,1001103,4.2,14484,45,150
ChIJZ5pO8GqkfDURFgM63n_TiGk,2019-12-5,1,D,1001103,3.5,16,0,0
ChIJfVfP3EOkfDUR4ZpxKcTyUkc,2019-12-5,1,D,1001104,4.2,14484,45,150
ChIJET4-lRikfDURIwjaJ9fTPqw,2019-12-5,1,D,1001054,4.1,247,10,10
ChIJrauUER-kfDURsRgy-tRNCPM,2019-12-5,1,D,1001054,4.2,124,25,25
ChIJi1QDymuJcTURyg0LbUYM20o,2019-12-5,1,D,1001041,0,0,0,0
ChIJoeyZasKlfDURNYw8jDDoPCo,2019-12-5,1,D,1001041,3.6,632,30,30
ChIJO5YDQcKlfDURreFemAlJEvU,2019-12-5,1,D,1001041,3.8,110,60,120
ChIJvTmDbmmhfDURz9VGiTG9-bo,2019-12-5,1,D,1001057,3.7,76,60,120
ChIJMXY7rmmhfDURnvZr0XBkHlQ,2019-12-5,1,D,1001057,3.5,29,0,0
ChIJBc4ISWihfDURoCgv-0iyNcY,2019-12-5,1,D,1001057,4.2,228,25,25
ChIJh0KD6WmhfDUR_W-EKzS-fHc,2019-12-5,1,D,1001057,3.7,28,25,60
ChIJOWpCYGmhfDURg_zy1P3SA0k,2019-12-5,1,D,1001057,3.7,127,0,0
ChIJHyWpXVGhfDUR9UENWDGGVhE,2019-12-5,1,D,1001058,3.1,14,0,0
ChIJZb_cXVGhfDURtmhx9000Y8A,2019-12-5,1,D,1001058,4.1,218,90,300
ChIJ7_fFuJOlfDURzMpAELYksVc,2019-12-5,1,D,1001060,4.1,48,0,0
ChIJsX50ZlqhfDUR3iEqQaCGDpE,2019-12-5,1,D,1001062,3.8,204,0,0
ChIJd690uNSkfDURj9-N6lGA4Ws,2019-12-5,1,D,1001181,4.0,380,60,150
ChIJDXcr1oujfDURinArIW6_1s0,2019-12-5,1,D,1001123,4.3,166,0,0
ChIJp9tNrxWhfDURr90Fouv2W9g,2019-12-5,1,D,1001042,4.0,397,25,25
ChIJ8Q-1zLOhfDURFBVEehWW6b8,2019-12-5,1,D,1001043,3.8,71,45,90
ChIJxxAxbO6hfDURmx48YNUlNpU,2019-12-5,1,D,1001043,4.3,437,45,45
ChIJhcgNkEuhfDURS2OmBx3mFgU,2019-12-5,1,D,1001030,4.0,166,25,25
ChIJiaLgmsCffDURWwuUf0zlqw0,2019-12-5,1,D,1001031,4.2,166,25,60
