상권_구분_코드,상권_코드,상권_코드_명,keyword
A,1000148,뚝섬로58길,뚝섬로58길
A,1000149,뚝섬로64길,뚝섬로64길
A,1000244,면목로48길,면목로48길
A,1000542,중앙로25길,중앙로25길
A,1000802,남현3길,남현3길
A,1000617,경인로15길,경인로15길
A,1000618,경인로31길,경인로31길
A,1000725,여의대방로61길,여의대방로61길
A,1000726,영등포로25길,영등포로25길
A,1000727,영등포로27길,영등포로27길
A,1000728,영등포로35길,영등포로35길
A,1000019,종로65길,종로65길
A,1000020,지봉로8길,지봉로8길
A,1000021,창경궁로35길,창경궁로35길
A,1000414,은평로20길,은평로20길
A,1000415,은평로3길,은평로3길
A,1000033,다산로39길,다산로39길
A,1000561,강서로47길,강서로47길
A,1000562,강서로47라길,강서로47라길
A,1000837,행운길,행운길
A,1000838,호암로20길,호암로20길
A,1000839,호암로24길,호암로24길
A,1000731,영등포로84길,영등포로84길
A,1000822,신사로20길,신사로20길
A,1000823,신원로3길,신원로3길
A,1000824,양녕로6길,양녕로6길
A,1000825,은천로25길,은천로25길
A,1000826,인헌길,인헌길
A,1000827,장군봉1길,장군봉1길
A,1000828,장군봉2길,장군봉2길
A,1000947,백제고분로33길,백제고분로33길
A,1000948,백제고분로34길,백제고분로34길
A,1000582,까치산로4길,까치산로4길
A,1000583,남부순환로11길,남부순환로11길
A,1000683,가마산로61길,가마산로61길
A,1000684,경인로77길,경인로77길
A,1000685,경인로80길,경인로80길
A,1000686,경인로90길,경인로90길
A,1000399,연서로11길,연서로11길
A,1000400,연서로13길,연서로13길
A,1000401,연서로16길,연서로16길
A,1000619,경인로35길,경인로35길
A,1000620,경인로47길,경인로47길
A,1000283,솔샘로6길,솔샘로6길
A,1000284,아리랑로4길,아리랑로4길
A,1000030,다산로33길,다산로33길
A,1000031,다산로36길,다산로36길
A,1000032,다산로38길,다산로38길
A,1000080,한강대로52길,한강대로52길
A,1000081,한강대로62길,한강대로62길
A,1000082,한강대로7길,한강대로7길
A,1000083,한강대로88길,한강대로88길
A,1000084,한남대로20길,한남대로20길
A,1000478,모래내로7길,모래내로7길
A,1000479,방울내로9안길,방울내로9안길
A,1000480,백범로16길,백범로16길
A,1000481,성미산로11길,성미산로11길
A,1000482,성미산로1길,성미산로1길
A,1000911,도산대로89길,도산대로89길
A,1000584,등촌로13길,등촌로13길
A,1000687,국회대로56길,국회대로56길
A,1000746,만양로8길,만양로8길
A,1001000,진황도로47길,진황도로47길
A,1001001,천중로39길,천중로39길
A,1001002,천중로51길,천중로51길
A,1001003,천호대로162길,천호대로162길
A,1000690,당산로38길,당산로38길
A,1000285,안암로5길,안암로5길
A,1000286,오패산로19길,오패산로19길
A,1000559,강서로45길,강서로45길
A,1000560,강서로45다길,강서로45다길
A,1000416,은평로8길,은평로8길
A,1000417,응암로12길,응암로12길
A,1000418,응암로13길,응암로13길
A,1000090,금호산길,금호산길
A,1000091,둘레9길,둘레9길
A,1000092,뚝섬로5길,뚝섬로5길
A,1000093,마장로27길,마장로27길
A,1000225,공릉로12가길,공릉로12가길
A,1000160,자양로26길,자양로26길
A,1000161,자양로45길,자양로45길
A,1000863,방배로35길,방배로35길
A,1000705,도신로60길,도신로60길
A,1000706,도신로62길,도신로62길
A,1000707,디지털로37길,디지털로37길
A,1000708,디지털로57길,디지털로57길
A,1000709,디지털로74길,디지털로74길
A,1000801,남현2길,남현2길
A,1000448,증가로20가길,증가로20가길
A,1000691,당산로46길,당산로46길
A,1000803,남현길,남현길
A,1000804,당곡길,당곡길
A,1000805,대학14길,대학14길
A,1000806,대학길,대학길
A,1000807,미성5길,미성5길
A,1000940,거마로20길,거마로20길
A,1000419,응암로14길,응암로14길
A,1000420,응암로22길,응암로22길
A,1000397,수색로18길,수색로18길
A,1000079,한강대로43길,한강대로43길
A,1000025,통일로12길,통일로12길
A,1000864,방배로42길,방배로42길
A,1000865,사임당로17길,사임당로17길
A,1000866,사평대로22길,사평대로22길
A,1000433,통일로87길,통일로87길
A,1000434,통일로92길,통일로92길
A,1000408,연서로34길,연서로34길
A,1000840,양산길,양산길
A,1000640,도림로12길,도림로12길
A,1000604,화곡로20길,화곡로20길
A,1000605,화곡로31길,화곡로31길
A,1000606,화곡로44나길,화곡로44나길
A,1000607,화곡로59길,화곡로59길
A,1000608,화곡로64길,화곡로64길
A,1000710,선유로55길,선유로55길
A,1000711,선유서로24길,선유서로24길
A,1000949,백제고분로39길,백제고분로39길
A,1000950,백제고분로42길,백제고분로42길
A,1000951,백제고분로45길,백제고분로45길
A,1000952,백제고분로46길,백제고분로46길
A,1000953,백제고분로50길,백제고분로50길
A,1000954,삼전로13길,삼전로13길
A,1000912,봉은사로109길,봉은사로109길
A,1000026,평창길,평창길
A,1000027,필운대로1길,필운대로1길
A,1000458,광성로6길,광성로6길
A,1000459,대흥로21길,대흥로21길
A,1000087,후암로28길,후암로28길
A,1000111,송정12라길,송정12라길
A,1000112,송정4가길,송정4가길
A,1000113,아차산로11길,아차산로11길
A,1000114,아차산로15길,아차산로15길
A,1000115,아차산로5길,아차산로5길
A,1000116,왕십리로14길,왕십리로14길
A,1000117,왕십리로21길,왕십리로21길
A,1000775,장승배기로10길,장승배기로10길
A,1000642,디지털로27길,디지털로27길
A,1000643,디지털로32가길,디지털로32가길
A,1000644,디지털로32길,디지털로32길
A,1000645,부일로11길,부일로11길
A,1000646,부일로15길,부일로15길
A,1000745,만양로14길,만양로14길
A,1000713,선유서로28길,선유서로28길
A,1000776,장승배기로19길,장승배기로19길
A,1000777,장승배기로27길,장승배기로27길
A,1000778,흑석로13길,흑석로13길
A,1000779,흑석로9길,흑석로9길
A,1000886,강남대로118길,강남대로118길
A,1000887,강남대로136길,강남대로136길
A,1000888,강남대로140길,강남대로140길
A,1000811,봉천로13길,봉천로13길
A,1000004,명륜길,명륜길
A,1000005,백석동길,백석동길
A,1000287,오패산로3길,오패산로3길
A,1000432,통일로78길,통일로78길
A,1000195,장한로14길,장한로14길
A,1000085,회나무로13길,회나무로13길
A,1000086,효창원로39길,효창원로39길
A,1000196,장한로25길,장한로25길
A,1000134,긴고랑로7길,긴고랑로7길
A,1000135,긴고랑로8길,긴고랑로8길
A,1000136,긴고랑로9길,긴고랑로9길
A,1000585,등촌로39길,등촌로39길
A,1000586,등촌로51길,등촌로51길
A,1000587,등촌로55길,등촌로55길
A,1000588,등촌로5길,등촌로5길
A,1000589,방화대로21길,방화대로21길
A,1000590,방화대로6라길,방화대로6라길
A,1000574,공항대로38길,공항대로38길
A,1000575,공항대로42길,공항대로42길
A,1000692,대림로22길,대림로22길
A,1000693,대림로29길,대림로29길
A,1000694,대림로31길,대림로31길
A,1000695,대림로34길,대림로34길
A,1000696,대림로44길,대림로44길
A,1000550,화곡로3길,화곡로3길
A,1000551,화곡로4길,화곡로4길
A,1000321,도봉로18길,도봉로18길
A,1000322,도봉로45길,도봉로45길
A,1000323,도봉로67길,도봉로67길
A,1000324,도봉로76길,도봉로76길
A,1000325,도봉로8길,도봉로8길
A,1000421,응암로34길,응암로34길
A,1000461,도화4길,도화4길
A,1000162,자양로50길,자양로50길
A,1000163,자양로53길,자양로53길
A,1000164,자양번영로3길,자양번영로3길
A,1000165,천호대로109길,천호대로109길
A,1000166,천호대로123길,천호대로123길
A,1000132,광나루로52길,광나루로52길
A,1000301,종암로19길,종암로19길
A,1000854,동광로1길,동광로1길
A,1000449,증가로23나길,증가로23나길
A,1000450,증가로6길,증가로6길
A,1000451,충정로4길,충정로4길
A,1000452,충정로6길,충정로6길
A,1000453,통일로11길,통일로11길
A,1000454,통일로37길,통일로37길
A,1000455,통일로39길,통일로39길
A,1000456,홍연길,홍연길
A,1000457,홍제내길,홍제내길
A,1000485,성지3길,성지3길
A,1000486,숭문8길,숭문8길
A,1000487,숭문길,숭문길
A,1000462,도화길,도화길
A,1000463,독막로22길,독막로22길
A,1000464,독막로32길,독막로32길
A,1000465,독막로8길,독막로8길
A,1000466,동교로17길,동교로17길
A,1000001,계동길,계동길
A,1000002,난계로27길,난계로27길
A,1000003,돈화문로11가길,돈화문로11가길
A,1000409,연서로3길,연서로3길
A,1000410,연서로41길,연서로41길
A,1000393,갈현로7길,갈현로7길
A,1000394,불광천길,불광천길
A,1000395,서오릉로21길,서오릉로21길
A,1000396,서오릉로8길,서오릉로8길
A,1000985,암사길,암사길
A,1000788,낙성대역길,낙성대역길
A,1000789,난곡로24길,난곡로24길
A,1000790,난곡로26길,난곡로26길
A,1000791,난곡로34길,난곡로34길
A,1000792,난곡로74길,난곡로74길
A,1000913,봉은사로29길,봉은사로29길
A,1000914,봉은사로43길,봉은사로43길
A,1000915,봉은사로57길,봉은사로57길
A,1000916,봉은사로68길,봉은사로68길
A,1000917,삼성로115길,삼성로115길
A,1000918,삼성로147길,삼성로147길
A,1000919,삼성로57길,삼성로57길
A,1000652,중앙로15길,중앙로15길
D,1001034,서울 서초구 방배역,서울 서초구 방배역
D,1001035,매봉역,매봉역
D,1001036,문정역,문정역
D,1001037,양재역,양재역
D,1001072,신대방삼거리역,신대방삼거리역
D,1001063,교대역_4,교대역
D,1001064,대림역_1,대림역
D,1001065,은마아파트입구사거리_1,은마아파트입구사거리
D,1001124,서울 영등포구 영등포시장역,서울 영등포구 영등포시장역
D,1001125,학동사거리_2,학동사거리
D,1001126,서울 양천구 신정네거리역_2,서울 양천구 신정네거리역
D,1001127,서울 영등포구 여의도역_1,서울 영등포구 여의도역
D,1001128,청담사거리_1,청담사거리
D,1001129,청담사거리_2,청담사거리
D,1001130,청담역_1,청담역
D,1001131,청담역_2,청담역
D,1001132,영등포유통상가,영등포유통상가
D,1001133,청담사거리_3,청담사거리
D,1001134,서울 영등포구 여의도역_2,서울 영등포구 여의도역
R,1001378,아현가구거리상점가,아현가구거리상점가
R,1001430,영등포전통시장,영등포전통시장
R,1001431,영등포청과시장,영등포청과시장
R,1001432,도림시장,도림시장
R,1001433,영일시장,영일시장
R,1001434,양남시장,양남시장
R,1001435,대신시장,대신시장
R,1001436,사러가시장,사러가시장
R,1001455,봉일시장,봉일시장
R,1001456,봉천현대시장,봉천현대시장
R,1001457,봉천중앙시장,봉천중앙시장
R,1001458,인헌시장,인헌시장
A,1000302,종암로21길,종암로21길
A,1000259,용마산로94길,용마산로94길
A,1000260,중랑천로10길,중랑천로10길
A,1000261,길음로7길,길음로7길
A,1000262,돌곶이로14길,돌곶이로14길
A,1000263,돌곶이로22길,돌곶이로22길
A,1000402,연서로17길,연서로17길
D,1001135,신사동 가로수길,신사동 가로수길
D,1001136,오목교역,오목교역
D,1001137,서울 강동구 둔촌동역,서울 강동구 둔촌동역
D,1001138,압구정 로데오거리_1,압구정 로데오거리
D,1001139,서울 영등포구 영등포구청역,서울 영등포구 영등포구청역
D,1001140,서울 강남구 압구정역,서울 강남구 압구정역
D,1001233,서울 종로구 종로3가역_3,서울 종로구 종로가역
D,1001234,서울 종로구 경복궁역_1,서울 종로구 경복궁역
D,1001235,서울 종로구 안국역_1,서울 종로구 안국역
D,1001236,서울 종로구 안국역_2,서울 종로구 안국역
D,1001237,서울 종로구 경복궁역_2,서울 종로구 경복궁역
D,1001238,서울 동대문구 청량리역,서울 동대문구 청량리역
D,1001239,디지털미디어시티,디지털미디어시티
D,1001240,혜화역 대학로_1,혜화역 대학로
R,1001459,신원시장,신원시장
R,1001392,동진시장,동진시장
R,1001393,마포농수산물시장,마포농수산물시장
R,1001379,인왕시장,인왕시장
R,1001380,포방터시장,포방터시장
R,1001381,모래내시장,모래내시장
R,1001382,백련시장,백련시장
R,1001383,공덕시장,공덕시장
R,1001384,마포시장,마포시장
R,1001385,아현시장,아현시장
R,1001386,신수시장,신수시장
R,1001387,서교시장,서교시장
R,1001388,영진시장,영진시장
R,1001389,합정시장,합정시장
R,1001390,망원시장,망원시장
A,1000074,청파로47나길,청파로47나길
A,1000075,청파로71길,청파로71길
A,1000076,청파로73길,청파로73길
A,1000159,자양로15길,자양로15길
A,1000125,한림말3길,한림말3길
A,1000126,한림말길,한림말길
A,1000127,광나루로12길,광나루로12길
D,1001141,압구정 로데오거리_2,압구정 로데오거리
D,1001142,국회의사당역_1,국회의사당역
D,1001143,서울 용산구 신용산역,서울 용산구 신용산역
D,1001144,국회의사당역_2,국회의사당역
D,1001145,용산 전자상가_1,용산 전자상가
D,1001146,용산구청,용산구청
D,1001147,용산 전자상가_2,용산 전자상가
D,1001148,목동사거리,목동사거리
D,1001149,한남오거리,한남오거리
D,1001241,혜화역 대학로_2,혜화역 대학로
D,1001242,혜화역 대학로_3,혜화역 대학로
D,1001243,서울 성북구 안암역,서울 성북구 안암역
D,1001244,경희대학교,경희대학교
D,1001245,서울 성북구 성신여대입구역,서울 성북구 성신여대입구역
D,1001246,미아사거리_1,미아사거리
D,1001204,서울 중구 을지로3가역_1,서울 중구 을지로가역
D,1001205,동대문역사문화공원역,동대문역사문화공원역
D,1001157,서울 강동구 천호역_1,서울 강동구 천호역
R,1001391,망원월드컵시장,망원월드컵시장
R,1001403,신월7동골목시장,신월동골목시장
R,1001404,신정제일시장,신정제일시장
R,1001405,신정2동골목시장,신정동골목시장
R,1001406,신정3동골목시장,신정동골목시장
R,1001394,목2동시장,목동시장
R,1001395,목3동시장,목동시장
R,1001271,동묘시장,동묘시장
R,1001359,창동신창시장,창동신창시장
R,1001360,창동골목시장,창동골목시장
R,1001361,신도봉시장,신도봉시장
A,1000403,연서로21길,연서로21길
A,1000404,연서로27길,연서로27길
A,1000405,연서로28길,연서로28길
A,1000406,연서로29길,연서로29길
A,1000407,연서로33길,연서로33길
A,1000425,증산로21길,증산로21길
A,1000047,퇴계로56길,퇴계로56길
D,1001150,서울 용산구 이태원역,서울 용산구 이태원역
D,1001151,용산 전자상가_3,용산 전자상가
D,1001152,서울 광진구 강변역,서울 광진구 강변역
D,1001153,당산역_1,당산역
D,1001154,용산 전자상가_4,용산 전자상가
D,1001155,용산 전자상가_5,용산 전자상가
D,1001156,서울 강동구 길동역,서울 강동구 길동역
D,1001120,도산공원사거리_1,도산공원사거리
D,1001158,당산역_2,당산역
D,1001159,서울 강동구 천호역,서울 강동구 천호역
D,1001209,서울시청,서울시청
D,1001210,시청역_2,시청역
D,1001211,동대문시장_1,동대문시장
D,1001212,서대문구 서대문역_1,서대문구 서대문역
D,1001213,종각역 젊음의 거리,종각역 젊음의 거리
D,1001214,종각역,종각역
D,1001215,서울 종로구 광화문역_1,서울 종로구 광화문역
D,1001216,서울 종로구 종로3가역_1,서울 종로구 종로가역
R,1001362,백운시장,백운시장
R,1001363,쌍문역골목시장,쌍문역골목시장
R,1001364,방학동도깨비시장,방학동도깨비시장
R,1001365,공릉동도깨비시장,공릉동도깨비시장
R,1001366,상계시장,상계시장
R,1001367,상계중앙시장,상계중앙시장
R,1001399,경창시장,경창시장
R,1001400,신월3동골목시장,신월동골목시장
R,1001401,신곡종합시장,신곡종합시장
R,1001402,신월6동골목시장,신월동골목시장
R,1001481,명일골목시장,명일골목시장
A,1000128,광나루로24길,광나루로24길
A,1000129,광나루로36길,광나루로36길
A,1000130,광나루로37길,광나루로37길
A,1000131,광나루로40길,광나루로40길
A,1000048,퇴계로8길,퇴계로8길
A,1000049,퇴계로90길,퇴계로90길
A,1000050,녹사평대로11길,녹사평대로11길
A,1000051,녹사평대로26길,녹사평대로26길
D,1001121,영등포역_3,영등포역
D,1001122,여의도 시범아파트앞,여의도 시범아파트앞
D,1001081,서울 강남구 역삼역_2,서울 강남구 역삼역
D,1001160,서울 광진구 구의역,서울 광진구 구의역
D,1001161,건대입구역,건대입구역
D,1001162,서울 광진구 건대입구역_1,서울 광진구 건대입구역
D,1001163,서울 강동구 천호역_2,서울 강동구 천호역
D,1001164,서울 마포구 마포역_1,서울 마포구 마포역
D,1001193,장한평역_1,장한평역
D,1001194,서울 강서구 발산역,서울 강서구 발산역
D,1001195,왕십리역_2,왕십리역
D,1001196,시청역_1,시청역
D,1001247,미아사거리_2,미아사거리
D,1001248,서울 은평구 불광역_1,서울 은평구 불광역
D,1001218,동대문시장_2,동대문시장
D,1001219,서울 종로구 동대문역_1,서울 종로구 동대문역
D,1001249,서울 은평구 불광역_2,서울 은평구 불광역
D,1001250,서울 은평구 불광역_3,서울 은평구 불광역
R,1001343,장위전통시장,장위전통시장
R,1001344,번동시장,번동시장
R,1001345,새석관시장,새석관시장
R,1001346,석관시장,석관시장
R,1001347,석관황금시장,석관황금시장
R,1001352,번동북부골목시장,번동북부골목시장
R,1001353,수유전통시장,수유전통시장
R,1001342,밤나무골시장,밤나무골시장
R,1001354,우이시장,우이시장
R,1001355,강북종합시장,강북종합시장
R,1001356,수유중앙시장,수유중앙시장
A,1000052,녹사평대로32길,녹사평대로32길
A,1000053,녹사평대로40나길,녹사평대로40나길
A,1000054,녹사평대로46길,녹사평대로46길
A,1000055,대사관로34길,대사관로34길
A,1000133,긴고랑로20길,긴고랑로20길
A,1000201,장한로5길,장한로5길
A,1000202,장한로8길,장한로8길
A,1000203,전농로29길,전농로29길
D,1001197,장한평역_2,장한평역
D,1001198,서울 강서구 송정역,서울 강서구 송정역
D,1001168,남영역,남영역
D,1001169,서울 용산구 숙대입구역,서울 용산구 숙대입구역
D,1001170,공덕역,공덕역
D,1001171,서울 마포구 공덕역_2,서울 마포구 공덕역
D,1001172,어린이대공원역,어린이대공원역
D,1001251,서울 강북구 미아삼거리역_1,서울 강북구 미아삼거리역
D,1001220,서울 종로구 동대문역_2,서울 종로구 동대문역
D,1001221,장안동사거리,장안동사거리
D,1001222,동묘앞역,동묘앞역
D,1001223,서울 종로구 광화문역_2,서울 종로구 광화문역
D,1001224,서울 동대문구 신설동역_1,서울 동대문구 신설동역
D,1001225,신설동역,신설동역
R,1001357,장미원골목시장,장미원골목시장
R,1001358,수유북부시장,수유북부시장
R,1001348,동북시장,동북시장
R,1001349,방천골목시장,방천골목시장
R,1001350,숭인시장,숭인시장
R,1001351,솔샘시장,솔샘시장
R,1001409,화곡중앙골목시장,화곡중앙골목시장
R,1001410,대원종합시장,대원종합시장
R,1001411,남부골목시장,남부골목시장
R,1001471,영동전통시장,영동전통시장
R,1001472,논현종합시장,논현종합시장
R,1001473,청담삼익시장,청담삼익시장
A,1000204,전농로3길,전농로3길
A,1000205,전농로4길,전농로4길
A,1000206,제기로21길,제기로21길
A,1000264,돌곶이로27길,돌곶이로27길
A,1000265,돌곶이로28길,돌곶이로28길
A,1000266,돌곶이로41길,돌곶이로41길
D,1001173,서울 강동구 명일역,서울 강동구 명일역
D,1001174,등촌역,등촌역
D,1001175,서울 강동구 고덕역,서울 강동구 고덕역
D,1001176,서울 중구 약수역_1,서울 중구 약수역
D,1001177,서울 중구 약수역_2,서울 중구 약수역
D,1001178,서울 마포구 홍대입구역_1,서울 마포구 홍대입구역
D,1001179,강서구청,강서구청
D,1001180,신촌역,신촌역
D,1001191,왕십리역_1,왕십리역
D,1001226,서울 종로구 종로5가역_2,서울 종로구 종로가역
D,1001227,종로구청,종로구청
D,1001228,서울 종로구 종로5가역_3,서울 종로구 종로가역
D,1001229,서울 종로구 종로5가역_4,서울 종로구 종로가역
D,1001230,인사동,인사동
D,1001182,홍익대학교 주변,홍익대학교 주변
R,1001483,암사종합시장,암사종합시장
R,1001484,양지골목시장,양지골목시장
R,1001485,고분다리골목시장,고분다리골목시장
R,1001486,동서울시장,동서울시장
R,1001487,천호시장,천호시장
R,1001488,성내골목시장,성내골목시장
R,1001489,둔촌역전통시장,둔촌역전통시장
R,1001339,정릉아리랑시장,정릉아리랑시장
R,1001482,고덕전통시장,고덕전통시장
R,1001340,정릉시장,정릉시장
R,1001341,길음시장,길음시장
A,1000267,돌곶이로8길,돌곶이로8길
A,1000268,동소문로13길,동소문로13길
A,1000269,동소문로15길,동소문로15길
A,1000270,동소문로26가길,동소문로26가길
A,1000271,동소문로2길,동소문로2길
A,1000272,동소문로6길,동소문로6길
A,1000426,증산로5길,증산로5길
A,1000427,증산로9길,증산로9길
D,1001192,서울 중구 충무로역_1,서울 중구 충무로역
D,1001199,서울 중구 충무로역_2,서울 중구 충무로역
D,1001200,북창동,북창동
D,1001201,서울 중구 신당역_1,서울 중구 신당역
D,1001202,롯데백화점,롯데백화점
D,1001203,명동거리,명동거리
D,1001231,서울 동대문구 신설동역_2,서울 동대문구 신설동역
D,1001232,서울 종로구 종로3가역_2,서울 종로구 종로가역
D,1001183,서울 마포구 홍대입구역_2,서울 마포구 홍대입구역
D,1001184,서울 마포구 홍대입구역_3,서울 마포구 홍대입구역
D,1001185,서울 서대문구 신촌역,서울 서대문구 신촌역
D,1001186,서울 서대문구 이대역,서울 서대문구 이대역
D,1001187,한양시장,한양시장
D,1001188,장충동 족발거리,장충동 족발거리
D,1001189,서울 중구 명동역,서울 중구 명동역
D,1001190,장한평역,장한평역
A,1000229,동일로101길,동일로101길
A,1000230,동일로112길,동일로112길
A,1000757,상도로15길,상도로15길
A,1000758,상도로37길,상도로37길
A,1000860,바우뫼로39길,바우뫼로39길
A,1000861,반포대로9길,반포대로9길
A,1000526,목동중앙본로7길,목동중앙본로7길
A,1000428,증산서길,증산서길
A,1000429,진흥로12길,진흥로12길
A,1000430,진흥로1길,진흥로1길
A,1000431,통일로69길,통일로69길
A,1000056,두텁바위로1길,두텁바위로1길
D,1001073,서울 강남구 역삼역_1,서울 강남구 역삼역
D,1001074,대림역_2,대림역
D,1001075,역삼역_2,역삼역
D,1001076,구로역,구로역
D,1001077,선릉역_1,선릉역
D,1001078,서울 강남구 강남역_2,서울 강남구 강남역
D,1001079,석촌역,석촌역
D,1001080,서울 송파구 석촌역_1,서울 송파구 석촌역
D,1001105,서울 동작구 노량진역,서울 동작구 노량진역
D,1001206,서대문구 서대문역_2,서대문구 서대문역
D,1001207,서울 중구 신당역_2,서울 중구 신당역
D,1001208,서울 중구 을지로3가역_2,서울 중구 을지로가역
D,1001252,서울 강북구 미아삼거리역_2,서울 강북구 미아삼거리역
D,1001253,서울 은평구 연신내역_1,서울 은평구 연신내역
D,1001254,서울 은평구 연신내역_2,서울 은평구 연신내역
D,1001256,서울 강북구 수유역_1,서울 강북구 수유역
D,1001257,서울 강북구 수유역_2,서울 강북구 수유역
D,1001258,등나무근린공원 주변,등나무근린공원 주변
A,1000017,종로24길,종로24길
A,1000018,종로58가길,종로58가길
A,1000734,국사봉2길,국사봉2길
A,1000735,국사봉길,국사봉길
A,1000736,노량진로6길,노량진로6길
A,1000737,대방동27길,대방동27길
A,1000016,자하문로7길,자하문로7길
A,1000557,강서로29길,강서로29길
A,1000558,강서로35길,강서로35길
A,1000057,백범로79길,백범로79길
A,1000058,백범로90길,백범로90길
A,1000059,서빙고로71길,서빙고로71길
A,1000060,소월로20길,소월로20길
A,1000061,신흥로20길,신흥로20길
A,1000207,제기로5길,제기로5길
A,1000208,천장산로7길,천장산로7길
A,1000209,천호대로12길,천호대로12길
D,1001107,방이동 먹자골목,방이동 먹자골목
D,1001108,학동역,학동역
D,1001109,강남구 논현역_4,강남구 논현역
D,1001110,잠실역,잠실역
D,1001111,서울 강남구 강남구청역_1,서울 강남구 강남구청역
D,1001112,서울 강남구 학동역_3,서울 강남구 학동역
D,1001113,서울 동작구 노량진1동_1,서울 동작구 노량진동
D,1001106,서울 강남구 학동역_2,서울 강남구 학동역
D,1001114,강남구 신사역_1,강남구 신사역
D,1001260,창동역,창동역
D,1001261,서울 노원구 노원역_1,서울 노원구 노원역
D,1001262,서울 노원구 노원역_2,서울 노원구 노원역
D,1001263,서울 노원구 노원역_3,서울 노원구 노원역
D,1001217,서울 종로구 종로5가역_1,서울 종로구 종로가역
D,1001255,서울 은평구 연신내역_3,서울 은평구 연신내역
D,1001259,서울 강북구 수유역_3,서울 강북구 수유역
R,1001310,구의시장,구의시장
R,1001322,동부시장,동부시장
R,1001323,답십리시장,답십리시장
R,1001324,전곡시장,전곡시장
R,1001325,청량리청과물시장,청량리청과물시장
A,1000541,은행정로7길,은행정로7길
A,1000767,성대로29길,성대로29길
A,1000768,신대방길,신대방길
A,1000769,양녕로26길,양녕로26길
A,1000422,증산로13길,증산로13길
A,1000423,증산로15길,증산로15길
A,1000210,천호대로17길,천호대로17길
A,1000211,천호대로45길,천호대로45길
A,1000221,휘경로3길,휘경로3길
A,1000289,인촌로17가길,인촌로17가길
A,1000290,인촌로1길,인촌로1길
A,1000291,개운사길,개운사길
A,1000292,인촌로24길,인촌로24길
D,1001115,서울 강남구 강남구청역_2,서울 강남구 강남구청역
D,1001116,영등포역_1,영등포역
D,1001117,강남구 신사역_2,강남구 신사역
D,1001118,문래동 주민센터,문래동 주민센터
D,1001119,영등포역_2,영등포역
D,1001082,선릉역_2,선릉역
D,1001083,서울 송파구 석촌역_2,서울 송파구 석촌역
D,1001084,서울 강남구 선릉역_1,서울 강남구 선릉역
R,1001326,회기시장,회기시장
R,1001327,이경시장,이경시장
R,1001328,이문제일시장,이문제일시장
R,1001329,동부골목시장,동부골목시장
R,1001330,동원시장,동원시장
R,1001331,면목골목시장,면목골목시장
R,1001285,합동(새벽)시장,합동(새벽)시장
R,1001294,마장축산물시장,마장축산물시장
R,1001295,행당시장,행당시장
R,1001296,금남시장,금남시장
R,1001297,뚝도시장,뚝도시장
A,1000370,방학로15길,방학로15길
A,1000371,방학로5길,방학로5길
A,1000372,방학로6가길,방학로6가길
A,1000373,삼양로144길,삼양로144길
A,1000374,시루봉로23길,시루봉로23길
A,1000369,방학로10길,방학로10길
A,1000375,우이천로32길,우이천로32길
A,1000293,인촌로5길,인촌로5길
A,1000294,인촌로6길,인촌로6길
A,1000212,천호대로77길,천호대로77길
A,1000213,천호대로97길,천호대로97길
A,1000214,한천로14길,한천로14길
A,1000215,한천로33길,한천로33길
A,1000273,보국문로16길,보국문로16길
A,1000274,보문로13길,보문로13길
D,1001085,서울 서초구 강남역,서울 서초구 강남역
D,1001086,고속터미널역,고속터미널역
D,1001087,서울 강남구 선릉역_2,서울 강남구 선릉역
D,1001088,삼성역_1,삼성역
D,1001066,서울 강남구 강남역,서울 강남구 강남역
D,1001067,오류동역,오류동역
D,1001068,은마아파트입구사거리_2,은마아파트입구사거리
R,1001298,성동용답상가시장,성동용답상가시장
R,1001311,동부청과시장,동부청과시장
R,1001312,용두시장,용두시장
R,1001313,청량리수산시장,청량리수산시장
R,1001314,경동시장,경동시장
R,1001315,동서시장,동서시장
R,1001316,서울약령시장,서울약령시장
R,1001317,청량리농수산물시장,청량리농수산물시장
R,1001318,청량리전통시장,청량리전통시장
R,1001319,청량리종합시장,청량리종합시장
R,1001320,전농로터리시장,전농로터리시장
R,1001321,답십리현대시장,답십리현대시장
R,1001299,한아름시장,한아름시장
A,1000277,보문로32길,보문로32길
A,1000278,삼선교로10길,삼선교로10길
A,1000279,삼선교로10다길,삼선교로10다길
A,1000280,삼선교로16가길,삼선교로16가길
A,1000064,우사단로4길,우사단로4길
A,1000065,원효로19길,원효로19길
A,1000066,원효로41길,원효로41길
A,1000275,보문로26길,보문로26길
A,1000276,보문로31길,보문로31길
D,1001045,동작구 총신대입구역_1,동작구 총신대입구역
D,1001046,서울 관악구 신림역_4,서울 관악구 신림역
D,1001047,뱅뱅사거리_1,뱅뱅사거리
D,1001048,뱅뱅사거리,뱅뱅사거리
D,1001049,개봉동 현대아파트 인근,개봉동 현대아파트 인근
D,1001050,교대역_1,교대역
D,1001069,은마아파트입구사거리_3,은마아파트입구사거리
D,1001070,은마아파트입구사거리_4,은마아파트입구사거리
D,1001071,서울 강남구 한티역,서울 강남구 한티역
D,1001165,서울 광진구 건대입구역_2,서울 광진구 건대입구역
D,1001166,서울 마포구 마포역_2,서울 마포구 마포역
D,1001167,서울 마포구 공덕역_1,서울 마포구 공덕역
D,1001089,삼정역_1,삼정역
D,1001090,삼정역_2,삼정역
