상권_구분_코드,상권_코드,상권_코드_명,keyword
D,1001091,삼성역_2,삼성역
R,1001300,화양제일골목시장,화양제일골목시장
R,1001301,중곡제일시장,중곡제일시장
R,1001302,면곡골목시장,면곡골목시장
R,1001303,신성골목시장,신성골목시장
R,1001304,자양골목시장,자양골목시장
R,1001305,자양종합시장,자양종합시장
R,1001306,노룬산골목시장,노룬산골목시장
R,1001307,능동로골목시장,능동로골목시장
R,1001308,영동교골목시장,영동교골목시장
R,1001273,남대문시장,남대문시장
R,1001274,신중부시장,신중부시장
R,1001275,인현시장,인현시장
R,1001276,평화시장,평화시장
A,1000067,원효로53길,원효로53길
A,1000068,원효로89길,원효로89길
A,1000069,이촌로22길,이촌로22길
A,1000070,이태원로27길,이태원로27길
A,1000152,아차산로51길,아차산로51길
A,1000153,아차산로55길,아차산로55길
A,1000154,아차산로65길,아차산로65길
D,1001051,보라매공원,보라매공원
D,1001052,뱅뱅사거리_2,뱅뱅사거리
D,1001053,서울 강남구 대치역_1,서울 강남구 대치역
D,1001022,관악구 사당역_2,관악구 사당역
D,1001023,가산디지털단지역_2,가산디지털단지역
D,1001024,관악구 사당역_1,관악구 사당역
D,1001025,서울 관악구 서울대입구역_1,서울 관악구 서울대입구역
D,1001026,구로디지털단지역,구로디지털단지역
D,1001092,강남구 논현역_1,강남구 논현역
D,1001093,신천역,신천역
D,1001094,선정릉역_1,선정릉역
D,1001095,강남구 논현역_2,강남구 논현역
D,1001096,신도림역,신도림역
D,1001097,잠실역 롯데월드,잠실역 롯데월드
R,1001277,방산종합시장,방산종합시장
R,1001264,통인시장,통인시장
R,1001265,광장시장,광장시장
R,1001266,동대문종합시장,동대문종합시장
R,1001267,종로신진시장,종로신진시장
R,1001268,충신시장,충신시장
R,1001269,동문시장,동문시장
R,1001270,창신골목시장,창신골목시장
R,1001272,신설종합시장,신설종합시장
R,1001286,후암시장,후암시장
R,1001287,신흥시장,신흥시장
R,1001288,만리시장,만리시장
R,1001289,용문전통시장,용문전통시장
R,1001290,이촌종합시장,이촌종합시장
R,1001291,이태원시장,이태원시장
A,1000155,아차산로78길,아차산로78길
A,1000156,용마산로21길,용마산로21길
A,1000157,용마산로3길,용마산로3길
A,1000158,자양로11길,자양로11길
A,1000295,장월로1길,장월로1길
A,1000296,장위로50길,장위로50길
A,1000297,정릉로26길,정릉로26길
D,1001027,가산디지털단지역_3,가산디지털단지역
D,1001028,서울 관악구 서울대입구역_2,서울 관악구 서울대입구역
D,1001029,양재역_1,양재역
D,1001011,서울 금천구 시흥1동_4,서울 금천구 시흥동
D,1001012,양재 화물트럭터미널앞_1,양재 화물트럭터미널앞
D,1001013,양재 화물트럭터미널앞_2,양재 화물트럭터미널앞
D,1001014,양재동 꽃시장,양재동 꽃시장
D,1001015,서울 금천구 독산1동_1,서울 금천구 독산동
D,1001016,서울 관악구 대학동_1,서울 관악구 대학동
D,1001098,포스코사거리_1,포스코사거리
D,1001099,포스코사거리_2,포스코사거리
D,1001100,강남구 논현역_3,강남구 논현역
D,1001101,선정릉역_2,선정릉역
D,1001102,서울 강남구 학동역_1,서울 강남구 학동역
D,1001103,코엑스,코엑스
D,1001104,삼성역_3,삼성역
D,1001054,서울 강남구 대치역_2,서울 강남구 대치역
D,1001055,서울 서초구 서초역,서울 서초구 서초역
D,1001056,서울 송파구 가락시장역,서울 송파구 가락시장역
R,1001292,이태원제일시장,이태원제일시장
R,1001293,보광시장,보광시장
R,1001278,남평화시장,남평화시장
R,1001279,동평화시장,동평화시장
R,1001280,제일평화시장,제일평화시장
R,1001281,청평화시장,청평화시장
R,1001282,약수시장,약수시장
R,1001283,백학시장,백학시장
R,1001284,서울중앙시장,서울중앙시장
R,1001309,조양시장,조양시장
R,1001368,연서시장,연서시장
R,1001369,갈현시장,갈현시장
R,1001370,역촌중앙시장,역촌중앙시장
R,1001371,대조시장,대조시장
A,1000377,해등로16길,해등로16길
A,1000378,공릉로58길,공릉로58길
A,1000298,정릉로27길,정릉로27길
A,1000299,정릉로8길,정릉로8길
A,1000300,종암로16길,종암로16길
A,1000376,우이천로4다길,우이천로4다길
D,1001017,관악구 사당역_3,관악구 사당역
D,1001018,포이사거리_2,포이사거리
D,1001019,포이사거리_1,포이사거리
D,1001020,장지역,장지역
D,1001021,가산디지털단지역_1,가산디지털단지역
D,1001038,구로디지탈1단지,구로디지탈단지
D,1001039,서울 서초구 남부터미널역_2,서울 서초구 남부터미널역
D,1001040,서울 관악구 신림역_3,서울 관악구 신림역
D,1001041,서울 강남구 수서역,서울 강남구 수서역
D,1001057,교대역_2,교대역
D,1001058,역삼역_1,역삼역
D,1001059,교대역_3,교대역
D,1001060,가락시장,가락시장
D,1001061,방배동카페골목,방배동카페골목
D,1001062,서울 강남구 강남역_1,서울 강남구 강남역
D,1001181,서울 광진구 군자역,서울 광진구 군자역
D,1001123,학동사거리_1,학동사거리
R,1001490,길동복조리시장,길동복조리시장
R,1001332,사가정시장,사가정시장
R,1001333,중화제일시장,중화제일시장
R,1001334,태능시장,태능시장
R,1001335,묵1동도깨비시장,묵동도깨비시장
R,1001336,우림골목시장,우림골목시장
R,1001337,유영시장,유영시장
R,1001338,돈암제일시장,돈암제일시장
R,1001377,영천시장,영천시장
A,1000379,동일로173가길,동일로173가길
A,1000380,동일로192길,동일로192길
A,1000381,동일로242길,동일로242길
A,1000071,이태원로54길,이태원로54길
A,1000072,장문로45길,장문로45길
A,1000073,청파로47길,청파로47길
D,1001042,서울 서초구 남부터미널역_3,서울 서초구 남부터미널역
D,1001043,동작구 총신대입구역_2,동작구 총신대입구역
D,1001044,양재역_3,양재역
D,1001030,양재역_2,양재역
D,1001031,서울 관악구 신림역_1,서울 관악구 신림역
D,1001032,서울 관악구 신림역_2,서울 관악구 신림역
D,1001033,서울 서초구 남부터미널역_1,서울 서초구 남부터미널역
