상권_구분_코드,상권_코드,상권_코드_명,상권_구분_코드_명,x,y,x1,y1,WGS84_x,WGS84_y,WGS84_x1,WGS84_y1
R,1001477,마천시장,전통시장,213450.259999998,444401.739999995,213190.729999997,444202.27999999403,127.15210636455015,37.49897959405903,127.1491678248327,37.49718619530289
R,1001478,방이시장,전통시장,210130.339999996,445892.25,210330.36999999703,445510.909999996,127.11458264087076,37.51245151563139,127.11683978780594,37.50901341585909
R,1001479,석촌시장,전통시장,209596.829999998,444629.36999999697,209398.909999996,444466.509999998,127.10853173133381,37.50107862263459,127.10629135323634,37.4996132818777
R,1001396,목4동시장,전통시장,188180.11,448826.86999999697,188236.959999993,448617.339999996,126.86625998212739,37.53887235035109,126.86690658392325,37.53698521621654
R,1001397,신영시장,전통시장,185563.989999995,448160.569999993,185439.839999996,448136.5,126.83667222896652,37.53283177392577,126.83526808887247,37.532612952916104
R,1001398,월정로시장,전통시장,185447.539999999,448120.95999999304,185218.149999999,448192.089999996,126.83535551321373,37.532473059402726,126.83275880599712,37.53311029204818
R,1001447,상도4동도깨비골목시장,전통시장,194474.96999999898,444882.5,194535.739999995,444392.0,126.93751482095844,37.50339266860589,126.93820573949596,37.49897359856365
R,1001448,흑석시장,전통시장,196920.039999999,445353.839999996,196690.589999996,445144.70999999304,126.96516529501908,37.50765085652485,126.9625711301487,37.50576579116336
R,1001449,남성사계시장,전통시장,198387.709999993,443261.879999995,198196.239999995,443166.71999999904,126.98176939467417,37.48880589291178,126.97960462408373,37.48794813993372
R,1001451,사당시장,전통시장,197848.80999999502,442587.5,197754.829999998,442587.569999993,126.97567787489591,37.482728576264975,126.97461530321456,37.48272898345723
R,1001468,남부종합시장,전통시장,198628.459999993,443973.46999999904,198709.699999996,443879.819999993,126.98449029519487,37.49521775955513,126.9854091408183,37.49437408363722
R,1001469,양재시장,전통시장,203336.96999999898,442779.96999999904,203427.659999996,442715.549999997,127.03772984860088,37.48445922669002,127.03875494585968,37.4838784652185
R,1001407,등마루시장,전통시장,187626.519999996,450842.78999999905,187657.079999998,450769.299999997,126.85996224811616,37.557028450855896,126.86030934821636,37.55636671950597
R,1001408,신월중앙시장,전통시장,186253.16999999402,451070.20999999304,186176.079999998,451030.949999996,126.84441505000471,37.55905803346017,126.84354329736284,37.558703150359705
U,1001494,종로·청계 관광특구,관광특구,198035.74942062798,452283.91062634904,200606.675019887,452253.577074621,126.97776556419619,37.57009384791637,127.00686726431819,37.569822438054636
R,1001450,남성역골목시장,전통시장,197632.039999999,442570.139999993,197513.599999994,442773.20999999304,126.97322705163279,37.482571631212195,126.97188724395306,37.48440099822759
U,1001495,잠실 관광특구,관광특구,208228.91417088,445674.946959898,210868.11195237903,447378.193436126,127.0930735179394,37.51051251319638,127.12294940864854,37.52583149289643
U,1001496,강남 마이스 관광특구,관광특구,205328.897308437,446048.922964627,205307.107420809,445381.59558339603,127.06027547260382,37.513903342198,127.06002419097261,37.50789082155694
U,1001491,이태원 관광특구,관광특구,199226.204779015,447867.577119885,200164.626411475,448612.424117547,126.99124563997569,37.53030452088314,127.00186267372952,37.537015909393965
U,1001492,명동 남대문 북창동 다동 무교동 관광특구,관광특구,197880.04211223102,451237.531877477,198895.63422718202,451800.29744621704,126.97600605147264,37.56066567164921,126.9874998025259,37.565737945807214
U,1001493,동대문패션타운 관광특구,관광특구,201553.986325298,452217.686202384,200396.36822114402,451866.77756786504,127.01759028830955,37.56949795219506,127.00448648525554,37.566337505566985
A,1000334,삼양로93길,골목상권,201480.0,460016.739999995,201412.689999998,459892.509999998,127.01676856892271,37.639766775063315,127.01600569884627,37.63864758758398
A,1000354,덕릉로60길,골목상권,203607.689999998,459892.879999995,203681.18,459488.759999998,127.04087492411374,37.63864492639541,127.04170552627892,37.63500357460482
A,1000355,도당로13가길,골목상권,203193.879999995,462986.659999996,203193.879999995,462986.659999996,127.03620000969735,37.666520876957584,127.03620000969735,37.666520876957584
A,1000356,도당로13바길,골목상권,203267.479999997,463121.569999993,202840.579999998,462986.389999993,127.03703480913069,37.66773613059883,127.03219564359263,37.666519605283135
A,1000357,도당로19길,골목상권,203611.29999999702,463181.85999999905,203358.0,463264.549999997,127.04093208776678,37.66827804359563,127.03806145346596,37.66902402542807
A,1000358,도당로29길,골목상권,203862.159999996,463428.299999997,203611.29999999702,463181.85999999905,127.04377675056743,37.67049739757538,127.04093208776678,37.66827804359563
A,1000364,도봉로156길,골목상권,204109.80999999502,463630.079999998,203923.30999999502,463851.229999997,127.04658494552358,37.67231431896572,127.04447214644624,37.67430765076418
A,1000365,도봉로169나길,골목상권,203749.989999995,464402.91999999405,203796.399999999,463977.629999995,127.04251033758386,37.67927898525051,127.04303423351845,37.67544702201032
A,1000366,도봉로181길,골목상권,203639.689999998,465175.659999996,203965.239999995,464852.60999999905,127.0412638203027,37.68624164610749,127.04495288160597,37.68332968892262
A,1000367,도봉산4길,골목상권,203700.86,465625.64999999903,203654.399999999,465384.829999998,127.04195959953863,37.690295708140205,127.04143163852312,37.688126161737266
A,1000368,도봉산길,골목상권,203814.189999998,465399.46999999904,203728.069999993,465184.53999999905,127.04324332845965,37.688257414403814,127.0422658454159,37.686321298054885
A,1000039,명동길,골목상권,198902.36,451789.009999998,198797.96999999898,451519.449999996,126.98757594771405,37.56563625439762,126.9863948118563,37.56320739866002
A,1000040,삼일대로4길,골목상권,199154.29999999702,451390.60999999905,199001.189999998,451573.35999999905,126.99042808485295,37.562046950598024,126.98869488594235,37.56369336847396
A,1000662,독산로50길,골목상권,192212.11999999703,440514.89999999903,191812.11,440393.52999999403,126.91196938605658,37.46402395384036,126.90744921017995,37.4629269426117
A,1000835,청림3길,골목상권,196448.839999996,443553.139999993,196300.61999999703,443093.60999999905,126.9598446584997,37.491424750108976,126.95817094500488,37.48728376873338
A,1000836,행운1길,골목상권,196154.04999999702,442701.659999996,196098.129999995,442296.60999999905,126.95651571877785,37.483751669193566,126.95588560444966,37.48010189938314
A,1000527,목동중앙북로16길,골목상권,188798.659999996,449570.45999999304,188858.639999993,449322.14999999903,126.87324741090282,37.54557979621672,126.87392990109853,37.54334325682444
A,1000528,목동중앙북로8길,골목상권,188123.149999999,449819.479999997,188070.439999998,449509.78999999905,126.86559943729749,37.54781500513044,126.86500799473697,37.545024028590866
A,1000288,오패산로4길,골목상권,203434.29999999702,456157.239999995,203366.579999998,455921.699999996,127.03889288729921,37.604987949395856,127.0381248864383,37.60286600773032
A,1000315,노해로17길,골목상권,201900.41999999402,460264.409999996,201651.769999996,459983.43999999797,127.02153261928017,37.64199747021542,127.0187146672783,37.639466454495
A,1000316,노해로23길,골목상권,202029.30999999502,460489.239999995,201755.959999993,460590.95999999304,127.02299362561939,37.64402287735267,127.0198966068687,37.64493992123755
A,1000106,성덕정17길,골목상권,204982.689999998,448689.739999995,205213.739999995,448486.799999997,127.05637740606191,37.537699083118866,127.05899021491236,37.53586931668693
A,1000107,성덕정길,골목상권,204370.139999993,448938.75,204121.709999993,448854.09999999404,127.04944809972514,37.5399457682489,127.04663664207516,37.539184215538896
A,1000108,성수이로18길,골목상권,205342.569999993,449309.909999996,205177.709999993,449013.199999996,127.06045383249341,37.54328479713864,127.05858626874065,37.54061238259095
A,1000522,목동로9길,골목상권,188087.909999996,447070.409999996,187729.259999998,447071.96999999904,126.86524523242134,37.52304547912339,126.86118801159749,37.52305483597866
A,1000523,목동중앙남로3가길,골목상권,188115.899999999,448989.759999998,188094.189999998,448609.639999993,126.86553082326873,37.54033916027098,126.86529133555383,37.53691400775239
A,1000524,목동중앙로13나길,골목상권,189571.839999996,449588.549999997,189428.80999999502,449399.64999999903,126.88199631876113,37.54575185400825,126.88038053288176,37.54404824161515
A,1000525,목동중앙로3길,골목상권,188399.61999999703,448755.259999998,188320.41999999402,448514.659999996,126.86874482486151,37.53822993252686,126.8678525258821,37.53606113181719
A,1000753,사당로29길,골목상권,198219.329999998,443064.70999999304,197948.54999999702,442797.699999996,126.97986595272405,37.487029066471884,126.97680498551341,37.484622722992675
A,1000842,원신길,골목상권,193831.839999996,440924.20999999304,193812.229999997,440574.739999995,126.9302745171262,37.46772410104002,126.93005577743185,37.46457520819194
A,1000843,소담길,골목상권,194969.33996793302,442242.140013384,194900.389994359,441848.699954462,126.94312392386763,37.479605665943104,126.94234710697461,37.476060357558374
A,1000658,금하로24길,골목상권,191957.509999998,438973.70999999304,191886.229999997,438616.559999995,126.90910820217267,37.45013547495969,126.90830656346489,37.44691688534441
A,1000659,남부순환로112길,골목상권,190622.91999999402,442140.159999996,190634.149999999,441941.52999999403,126.89398514612873,37.4786529450713,126.89411463455471,37.47686338676219
A,1000660,독산로108길,골목상권,191951.159999996,442239.68999999797,191613.30999999502,442224.479999997,126.909000779615,37.47956223793021,126.90518126585803,37.479422191068544
A,1000661,독산로40길,골목상권,191849.209999993,440312.729999997,191725.91999999402,440009.909999996,126.90786945814823,37.462199253666846,126.90647927833373,37.4594697177548
A,1000171,답십리로23길,골목상권,204617.239999995,453295.45999999304,204334.099999994,453100.75,127.05227144833735,37.57919837504726,127.04906489031572,37.57744542583502
A,1000172,답십리로56길,골목상권,205171.899999999,452515.93,205276.209999993,452108.069999993,127.05854521330885,37.57217190843376,127.05972305356032,37.568496519257074
A,1000173,답십리로60길,골목상권,205728.68,452322.269999996,205473.889999993,452175.18,127.06484637175696,37.57042374836394,127.06196115434504,37.569100023895686
A,1000174,답십리로63길,골목상권,206170.55999999502,453006.819999993,205942.259999998,452834.069999993,127.06985403448267,37.57658865081238,127.06726815810163,37.57503368487071
A,1000197,장한로26가길,골목상권,206279.659999996,452104.85999999905,206134.649999999,452133.879999995,127.07108137974576,37.56846130499391,127.06944021134237,37.56872375059542
A,1000198,장한로26길,골목상권,206786.839999996,452496.52999999403,206404.839999996,452382.70999999304,127.07682592437232,37.57198663432184,127.07250075570047,37.57096385724857
A,1000199,장한로27가길,골목상권,206359.399999999,452861.629999995,206144.959999993,452822.09999999404,127.07199054323843,37.575279213569644,127.06956268080104,37.57492450606384
A,1000200,장한로27길,골목상권,206101.039999999,452673.43999999797,206155.41999999402,452552.699999996,127.06906425736554,37.57358538014162,127.06967882931623,37.572497157901445
A,1000150,면목로17길,골목상권,207369.68,452427.46999999904,207047.339999996,452110.20999999304,127.08342287813345,37.57135992983807,127.07977102705145,37.568503956529426
A,1000151,아차산로40길,골목상권,206864.54999999702,448390.639999993,206864.54999999702,448390.639999993,127.07766718764962,37.53499210816667,127.07766718764962,37.53499210816667
A,1000770,여의대방로22길,골목상권,193431.159999996,444163.079999998,193200.21999999898,444162.379999995,126.92571630965219,37.49690382180792,126.92310473453921,37.49689584374499
A,1000771,여의대방로22나길,골목상권,193202.86999999703,444101.21999999904,193108.019999996,444085.95999999304,126.92313526681566,37.49634480808174,126.92206280791044,37.4962066118383
A,1000772,여의대방로22카길,골목상권,193618.089999996,444175.379999995,193445.489999995,443833.96999999904,126.9278300983026,37.49701595582963,126.92588129082795,37.4939386225167
A,1000773,여의대방로24길,골목상권,193395.089999996,444484.14999999903,193126.579999998,444254.66999999405,126.92530553119215,37.499796423332704,126.92227111593658,37.497726836931015
A,1000633,구로중앙로19길,골목상권,190243.55999999502,443861.319999993,190166.899999999,443787.5,126.88967340378554,37.49415678299821,126.88880751397888,37.49349084810434
A,1000872,서초대로4길,골목상권,198765.489999995,442815.989999995,198655.479999997,442578.36999999697,126.98604180413211,37.48478896974002,126.98479839130228,37.48264783964827
A,1000873,서초대로64길,골목상권,201934.54999999702,443878.21999999904,201773.989999995,443653.43999999797,127.0218761068601,37.49435854312564,127.02005993493266,37.49233358164677
A,1000176,답십리로68길,골목상권,206194.29999999702,452411.59999999404,205895.79999999702,452203.659999996,127.07011775542132,37.57122559413132,127.0667371487847,37.569354024151345
A,1000177,답십리로69길,골목상권,206498.579999998,453077.629999995,206483.199999996,452796.319999993,127.07356802099527,37.577224388666934,127.07339142226687,37.57468991148082
A,1000178,답십리로72길,골목상권,206459.239999995,452189.089999996,206236.41999999402,451956.449999996,127.07311484065455,37.56921897159266,127.0705906714922,37.5671244318837
A,1000179,망우로18가길,골목상권,205321.159999996,454282.75,205294.569999993,453950.139999993,127.06024764153484,37.58808998948925,127.05994417914494,37.585093351995845
A,1000180,망우로18길,골목상권,205521.52999999403,454440.45999999304,205302.729999997,454341.0,127.06251747322558,37.58950976423496,127.06003939365782,37.58861492371895
A,1000181,망우로21길,골목상권,205414.71999999898,454621.95999999304,205379.229999997,454503.319999993,127.06130946002196,37.59114569867362,127.06090674513601,37.590076970098735
A,1000183,무학로45길,골목상권,202653.29999999702,453378.20999999304,202334.269999996,453370.819999993,127.03003812549554,37.57995169874214,127.0264263497372,37.579885979097526
A,1000184,사가정로13길,골목상권,205177.209999993,453416.41999999405,205245.96999999898,453133.569999993,127.05861168064854,37.58028523941878,127.05938809451204,37.57773639007458
A,1000185,사가정로23가길,골목상권,206513.959999993,453503.319999993,206157.199999996,453428.769999996,127.07374591490094,37.58105971829103,127.06970633629238,37.58039048207853
A,1000186,사가정로2길,골목상권,204614.269999996,452378.43,204742.489999995,451996.269999996,127.05223205396858,37.57093600219428,127.05368099140351,37.56749210808045
A,1000187,서울시립대로16길,골목상권,204834.55999999502,453213.509999998,204665.699999996,453170.27999999403,127.05473117125668,37.57845889569755,127.05281926363955,37.578070266914644
A,1000188,서울시립대로29길,골목상권,204932.319999993,454283.739999995,204684.259999998,453849.329999998,127.05584509643698,37.588101074324854,127.05303371648121,37.584188367915125
A,1000347,한천로124나길,골목상권,202795.43,459874.66999999405,202604.16999999402,459912.949999996,127.03167199598022,37.638483686454485,127.02950517230208,37.638829145242
A,1000222,겸재로29길,골목상권,207537.16999999402,454261.059999995,207642.329999998,454763.95999999304,127.08533767324315,37.587879091404574,127.08653356492724,37.592409309875514
A,1000223,겸재로36길,골목상권,207638.399999999,454224.759999998,207426.439999998,454073.239999995,127.0864834443442,37.587551197227306,127.08408205894554,37.58618774827039
A,1000224,겸재로54길,골목상권,208175.089999996,454301.409999996,207859.489999995,454117.979999997,127.09256080063851,37.588237198700135,127.08898552011121,37.58658725767845
A,1000329,삼양로24길,골목상권,202028.789999999,457695.819999993,202009.41999999402,457421.78999999905,127.0229799824986,37.61885455697352,127.02275982708878,37.61638562191558
A,1000232,동일로130길,골목상권,207372.509999998,455811.53999999905,207121.769999996,455473.78999999905,127.08348896033564,37.60185010443767,127.08064620804826,37.59880898558979
A,1000233,동일로139가길,골목상권,206834.54999999702,456377.229999997,206914.77999999403,455918.86999999697,127.0774021935015,37.60695106325925,127.07830647902988,37.60282068957598
A,1000234,동일로139길,골목상권,206832.46999999898,455997.309999995,206832.46999999898,455997.309999995,127.07737509156978,37.60352804052905,127.07737509156978,37.60352804052905
A,1000634,구로중앙로28길,골목상권,190137.239999995,444745.39999999903,190054.089999996,444296.569999993,126.88845928356956,37.50212125645411,126.88752498451338,37.49807638688824
A,1000635,구로중앙로34길,골목상권,190043.16999999402,444825.02999999403,189776.239999995,444623.93999999797,126.88739434394446,37.50283771663334,126.88437832840563,37.501022971488176
A,1000119,왕십리로31길,골목상권,202712.729999997,451553.489999995,202340.409999996,451537.46999999904,127.0307041849062,37.56351088921533,127.02649000968155,37.56336757033872
A,1000120,왕십리로6길,골목상권,204234.769999996,449728.799999997,203996.889999993,449424.43999999797,127.0479209457844,37.547064743529226,127.04522742352833,37.544323525166206
A,1000121,용답29길,골목상권,204753.18,451834.36999999697,204754.879999995,451674.759999998,127.05380094400743,37.56603334125939,127.05381915159454,37.564595253192905
A,1000122,용답중앙길,골목상권,204396.709999993,452067.96999999904,204492.11999999703,451555.95999999304,127.04976748432416,37.56813983655857,127.05084431857343,37.563526188272085
A,1000123,장터길,골목상권,201734.069999993,449977.86999999697,201667.019999996,449834.96999999904,127.01962344514924,37.54931695438507,127.01886435549235,37.54802955099944
A,1000182,무학로16길,골목상권,202999.829999998,452560.21999999904,202692.329999998,452458.569999993,127.0339578592379,37.572580591995475,127.03047660868292,37.57166568055807
A,1000341,오패산로52길,골목상권,202877.05999999502,458556.519999996,202794.889999993,458333.819999993,127.0325916699963,37.62660709154969,127.03165998777813,37.624600847444256
A,1000226,공릉로2길,골목상권,207016.61,457072.52999999403,206988.439999998,456747.079999998,127.07947071106821,37.613214265425036,127.07914854791764,37.61028221386056
A,1000227,답십리로75길,골목상권,207211.30999999502,452943.069999993,207156.659999996,452659.589999996,127.08163524306006,37.576006707774816,127.08101381428926,37.57345299677516
A,1000248,면목로78길,골목상권,207768.979999997,454832.629999995,208138.489999995,454628.09999999404,127.08796834069808,37.59302696025207,127.0921500339442,37.59118097119252
A,1000249,봉우재로33길,골목상권,207715.389999993,455178.70999999304,207738.379999995,454824.299999997,127.08736518584378,37.596145559226755,127.08762176856497,37.59295216543842
A,1000251,봉화산로4길,골목상권,206839.41999999402,455778.989999995,206469.899999999,455425.84999999404,127.07745175826511,37.601560948379145,127.0732640799358,37.59838186387293
A,1000252,봉화산로56길,골목상권,208743.11999999703,456453.909999996,208527.339999996,456046.77999999403,127.09901789368286,37.60762578556166,127.09656939529143,37.60395961549643
A,1000253,사가정로42길,골목상권,207526.86,453501.64999999903,207100.489999995,453175.52999999403,127.08521314142416,37.581036950819296,127.0803829638506,37.578102018028744
A,1000254,사가정로54길,골목상권,207888.659999996,453231.78999999905,207621.569999993,453250.889999993,127.08930624553571,37.57860250374395,127.08628276456847,37.57877684219482
A,1000255,신내로7가길,골목상권,208404.21999999898,456004.89999999903,208098.93,455692.18999999797,127.0951746217571,37.60358341393889,127.09171387293215,37.60076866758617
A,1000363,도봉로152가길,골목상권,204190.86999999703,463944.14999999903,203948.099999994,464046.93999999797,127.04750556922434,37.67514365795197,127.044754209126,37.67607085055557
A,1000235,동일로140길,골목상권,207297.989999995,456306.77999999403,207039.599999994,455895.43999999797,127.08265000634967,37.606312757616514,127.07971977756648,37.602608641397694
A,1000236,동일로149길,골목상권,206620.61999999703,456398.769999996,206645.86999999703,456225.839999996,127.07497960436145,37.60714670041483,127.07526399460393,37.60558843798351
A,1000237,동일로157길,골목상권,206905.819999993,456508.75,206712.11,456782.329999998,127.07821057585753,37.60813551164165,127.07601925996252,37.610601869736975
A,1000654,가산로3길,골목상권,190273.599999994,441453.61999999697,190498.939999998,441219.009999998,126.89004489343604,37.47246355387497,126.892595339883,37.47035203988852
A,1000655,가산로5길,골목상권,190363.43,441622.70999999304,190426.659999996,441436.0,126.89105819161647,37.47398800990107,126.89177543374801,37.47230639358955
A,1000656,금하로14길,골목상권,191685.11999999703,439213.019999996,191446.629999995,439034.479999997,126.90602710659572,37.45228928013179,126.90333382015757,37.45067843894264
A,1000657,금하로1길,골목상권,190464.629999995,439281.45999999304,190221.159999996,439266.129999995,126.89223254080989,37.45289415981567,126.8894810837281,37.452753493567435
A,1000124,청계천로10나길,골목상권,203322.939999998,452286.759999998,202877.689999998,452237.27999999403,127.03761420131427,37.5701156222675,127.03257397620588,37.5696713080264
A,1000077,한강대로104길,골목상권,197817.339999996,450253.84999999404,197714.889999993,449987.059999995,126.97529930680213,37.551802576750724,126.97414073280652,37.54939855516926
A,1000078,한강대로15길,골목상권,196842.55999999502,447321.10999999905,196738.41999999402,447560.449999996,126.96428053997485,37.525375764934516,126.96310136396211,37.52753186068327
A,1000102,사근동길,골목상권,204113.389999993,451393.049999997,203995.54999999702,451130.14999999903,127.04655672923384,37.56206014356715,127.04522154525864,37.55969194208614
A,1000103,상원12길,골목상권,204436.27999999403,450134.95999999304,204178.599999994,450096.96999999904,127.0502037002313,37.5507232907994,127.0472874179727,37.550382205458156
A,1000104,상원길,골목상권,204565.519999996,450001.509999998,204450.289999999,449645.579999998,127.05166542986133,37.549520277942236,127.05035927952814,37.54631391752687
