"골목상권 번호","골목상권 명","엑스좌표 값","와이좌표 값","시군구 코드","행정동 코드","기준 년월 코드"
"12780","곰달래로_C","187795","447982","11500","11500570","201506"
"12781","양평로_F","190837","448545","11560","11560620","201506"
"12784","원효로_B","196205","448343","11170","11170570","201506"
"12789","가로공원로80길","185917","448270","11500","11500540","201506"
"12792","천호옛길","211084","448581","11740","11740650","201506"
"12793","명일로_C","212955","448659","11740","11740685","201506"
"12110","보국문로_A","200817","456948","11290","11290650","201506"
"12111","석계로1길","205617","457357","11350","11350560","201506"
"12113","통일로73길","193227","457302","11380","11380570","201506"
"12114","연서로26길","192969","457481","11380","11380570","201506"
"12116","도봉로10다길","202794","457283","11305","11305545","201506"
"12118","통일로_C","193144","457461","11380","11380570","201506"
"12269","아리랑로_C","201374","454868","11290","11290575","201506"
"12798","성덕정길_B","204425","448741","11200","11200650","201506"
"12799","양재대로116길","212607","448703","11740","11740685","201506"
"12800","가로공원로76길_A","185650","448493","11500","11500540","201506"
"12801","이태원로_D","199949","448634","11170","11170685","201506"
"12802","새창로_A","196646","448598","11170","11170560","201506"
"12804","효창원로42길","196468","448601","11170","11170590","201506"
"12805","성덕정길_C","204698","448677","11200","11200670","201506"
"12834","양재대로96길","212253","447823","11740","11740700","201506"
"12835","올림픽로47길","210407","447593","11710","11710520","201506"
"12076","동일로_N","206378","458341","11350","11350595","201506"
"12077","도봉로50길","202431","458480","11305","11305535","201506"
"12309","약령중앙로_B","203341","453620","11230","11230545","201506"
"12310","면목로_I","207700","453425","11260","11260570","201506"
"12311","자하문로_B","197343","453473","11110","11110515","201506"
"12313","면목로55길","207689","453854","11260","11260575","201506"
"12314","삼청로","198300","453693","11110","11110540","201506"
"12366","자하문로7길","197435","453231","11110","11110515","201506"
"12368","월드컵북로44길_B","190612","453059","11440","11440740","201506"
"12461","천호대로_E","207353","450776","11215","11215750","201506"
"12462","월드컵로_B","192171","450692","11440","11440660","201506"
"12463","영화사로_A","207968","450746","11215","11215770","201506"
"12464","신촌로_A","194798","450682","11440","11440600","201506"
"12465","용마산로_E","207687","450905","11215","11215750","201506"
"12470","화곡로_A","186851","450632","11500","11500591","201506"
"12471","와우산로_A","193959","450679","11440","11440660","201506"
"12473","와우산로29길","193769","450709","11440","11440660","201506"
"12680","장터길_C","201658","449908","11200","11200615","201506"
"12681","강서로_G","185502","449658","11500","11500560","201506"
"12684","동남로65길","213696","449840","11740","11740540","201506"
"12685","천호대로_I","210798","448901","11740","11740610","201506"
"12079","도봉로_P","202312","458408","11305","11305535","201506"
"12081","솔매로","202162","458377","11305","11305535","201506"
"12084","동일로197길","206216","458764","11350","11350595","201506"
"12085","도봉로_Q","202147","458594","11305","11305535","201506"
"12086","동일로192길","206557","458419","11350","11350595","201506"
"12131","화랑로13길","203774","456169","11290","11290725","201506"
"12134","중랑역로_C","206740","456351","11260","11260630","201506"
"12135","봉화산로56길","208647","456342","11260","11260680","201506"
"12334","양천로_A","183120","452534","11500","11500640","201506"
"12335","강서로_A","185956","452314","11500","11500603","201506"
"12336","종로51길","201043","452614","11110","11110670","201506"
"12232","보문로_D","201717","454140","11290","11290610","201506"
"12233","가좌로","192491","454547","11380","11380600","201506"
"12234","동소문로_E","200847","454586","11290","11290555","201506"
"12236","동소문로_F","200975","454529","11290","11290555","201506"
"12300","면목로_H","207890","453858","11260","11260565","201506"
"12301","응암로_C","192271","453421","11410","11410720","201506"
"12629","","206010","449612","11215","11215710","201506"
"12630","청파로_E","197339","449555","11170","11170555","201506"
"12558","고덕로10길","211490","450330","11740","11740570","201506"
"12561","목동중앙북로7길","188305","449913","11470","11470530","201506"
"12563","월드컵로1길","192145","449981","11440","11440680","201506"
"12564","올림픽로_D","211345","450159","11740","11740570","201506"
"12457","통일로_L","196659","452192","11410","11410520","201506"
"12458","마장로5길","201662","452160","11140","11140670","201506"
"12459","고산길","195130","450607","11440","11440600","201506"
"12460","퇴계로12길","198414","450755","11140","11140540","201506"
"12840","양산로_A","190580","447375","11560","11560550","201506"
"12842","오목로_B","187875","447304","11470","11470650","201506"
"12844","성안로_C","211669","447596","11740","11740660","201506"
"12846","성내로6길","210829","447675","11740","11740640","201506"
"12847","토성로","210364","447774","11710","11710520","201506"
"12678","등촌로_B","188007","449712","11470","11470530","201506"
"12679","목동중앙북로16길","188770","449546","11470","11470520","201506"
"12139","오패산로","203467","455999","11290","11290725","201506"
"12140","길음로_A","202117","456142","11290","11290660","201506"
"12142","정릉로26길","201081","455986","11290","11290630","201506"
"12143","화랑로_C","203863","456091","11290","11290725","201506"
"12144","중랑역로_D","206769","455961","11260","11260610","201506"
"12145","길음로7길","202003","455979","11290","11290660","201506"
"12146","신내로14길","208510","456260","11260","11260680","201506"
"12147","정릉로_A","202764","455973","11290","11290705","201506"
"12303","금낭화로_B","183492","453105","11500","11500641","201506"
"12306","홍릉로5길","203744","453621","11230","11230545","201506"
"12159","불광로_B","193462","456650","11380","11380570","201506"
"12161","평창11길","196978","456277","11110","11110560","201506"
"12165","용마산로115길_A","208301","455356","11260","11260655","201506"
"12166","망우로_A","208632","455472","11260","11260655","201506"
"12382","한천로_D","205217","451777","11230","11230610","201506"
"12383","면목로_L","207237","451793","11215","11215760","201506"
"12384","왕십리로_A","202869","451551","11200","11200535","201506"
"12385","다산로_A","201314","451517","11140","11140615","201506"
"12387","다산로_B","201365","451680","11140","11140615","201506"
"12492","연세로2길","194829","450875","11410","11410585","201506"
"12496","상일로_A","215027","451106","11740","11740560","201506"
"12604","화곡로_C","186079","449418","11500","11500615","201506"
"12606","왕십리로_E","204025","449608","11200","11200650","201506"
"12607","올림픽로_E","211245","449683","11740","11740610","201506"
"12609","구천면로41길","211751","449683","11740","11740610","201506"
"12686","성덕정길_A","204291","448865","11200","11200650","201506"
"12688","양평로_A","190463","448752","11560","11560620","201506"
"12689","마포대로4길","195286","448711","11440","11440585","201506"
"12690","양평로22길","190592","448822","11560","11560620","201506"
"12692","구의로","208089","448949","11215","11215870","201506"
"12694","양평로_B","190720","448735","11560","11560620","201506"
"12695","양평로_C","190897","448660","11560","11560620","201506"
"12149","평창문화로","197230","456422","11110","11110560","201506"
"12154","보국문로11길","200759","456638","11290","11290640","201506"
"12088","도봉로_R","202421","458384","11305","11305535","201506"
"12090","월계로_A","202903","456832","11305","11305545","201506"
"12369","사가정로50길","207497","453223","11260","11260570","201506"
"12370","고산자로31길","203304","453032","11230","11230536","201506"
"12372","매봉산로2길","190727","453173","11440","11440740","201506"
"12373","전농로17길","204965","453242","11230","11230560","201506"
"12374","한천로_C","206143","453124","11230","11230660","201506"
"12375","한천로33길","205955","453134","11230","11230660","201506"
"12376","증가로_B","193216","453040","11410","11410700","201506"
"12377","전농로_A","205118","453266","11230","11230570","201506"
"12378","면목로39길","207594","453372","11260","11260570","201506"
"12379","대학로","200130","453223","11110","11110640","201506"
"12381","천호대로_A","204578","451900","11200","11200790","201506"
"12539","다산로_F","201212","451042","11140","11140645","201506"
"12543","다산로29길","201168","451276","11140","11140615","201506"
"12544","왕십리로21길","202849","451283","11200","11200520","201506"
"12545","등촌로_A","187858","449801","11500","11500530","201506"
"12548","까치산로_A","186672","449870","11500","11500591","201506"
"12550","강서로45라길","185365","450045","11500","11500611","201506"
"12551","강서로_D","185485","449904","11500","11500611","201506"
"12552","올림픽로_B","211304","450372","11740","11740580","201506"
"12697","올림픽로80길","211328","449221","11740","11740610","201506"
"12700","","205493","449046","11200","11200690","201506"
"12702","목동중앙남로11길","188058","448834","11470","11470540","201506"
"12704","천중로52길","212735","448953","11740","11740685","201506"
"12705","올림픽로_I","210862","449038","11740","11740610","201506"
"12708","녹사평대로","198967","448726","11170","11170660","201506"
"12709","","205699","448999","11215","11215847","201506"
"12091","공릉로2길","206935","456962","11260","11260620","201506"
"12156","동일로_Q","206839","456500","11260","11260630","201506"
"12157","도봉로_S","202569","456656","11290","11290685","201506"
"12611","아차산로7길_A","204780","449595","11200","11200690","201506"
"12711","까치산로4길","186224","449185","11500","11500590","201506"
"12712","동일로24길","205975","449292","11215","11215710","201506"
"12714","목동중앙본로7길","188244","448882","11470","11470540","201506"
"12766","강서로18길","186503","448340","11500","11500593","201506"
"12768","곰달래로5길","185231","448046","11470","11470560","201506"
"12769","한강대로52길","197597","448054","11170","11170625","201506"
"12169","용마산로115길_B","208478","455355","11260","11260655","201506"
"12171","이문로30길_B","205476","455213","11230","11230740","201506"
"12172","종암로19길","202992","455431","11290","11290705","201506"
"12175","망우로_B","208389","455535","11260","11260580","201506"
"12176","망우로_C","208638","455582","11260","11260655","201506"
"12178","망우로62길","208737","455313","11260","11260655","201506"
"12181","중랑역로_F","206767","455484","11260","11260610","201506"
"12436","청계천로12가길","203233","452356","11200","11200540","201506"
"12437","마장로9길","201786","452235","11140","11140670","201506"
"12440","수색로_B","192603","452224","11410","11410690","201506"
"12441","마장로31길","203410","452208","11200","11200540","201506"
"12397","방화동로_C","183081","451550","11500","11500640","201506"
"12398","장한로_B","206112","451906","11230","11230650","201506"
"12399","퇴계로87길_A","201792","451912","11140","11140670","201506"
"12400","다산로35길","201232","451633","11140","11140615","201506"
"12401","퇴계로86길","201685","451495","11140","11140665","201506"
"12732","연무장길","204871","449197","11200","11200670","201506"
"12733","화곡로_K","185450","448891","11500","11500540","201506"
"12734","한림말3길","201473","449200","11200","11200645","201506"
"12735","양재대로124길","212710","449232","11740","11740685","201506"
"12737","한강대로62나길","197759","448275","11170","11170625","201506"
"12738","강서로17길","186280","448183","11500","11500540","201506"
"12595","강서로_F","185486","450348","11500","11500611","201506"
"12597","천호대로112길","207233","450627","11215","11215780","201506"
"12599","백범로_A","194403","450326","11440","11440600","201506"
"11947","당산로44길","191269","448084","11560","11560560","201506"
"11948","동일로242길","205010","463934","11350","11350630","201506"
"12656","독서당로_C","202048","449925","11200","11200615","201506"
"12657","장터길_B","201809","449925","11200","11200615","201506"
"12658","상암로61길","213543","449904","11740","11740540","201506"
"12659","마포대로14길","196118","450010","11440","11440565","201506"
"12661","올림픽로92길","211378","449844","11740","11740610","201506"
"12662","독막로8길","192770","449749","11440","11440680","201506"
"12663","마포대로12길","196004","449809","11440","11440555","201506"
"12727","구천면로_D","211654","449157","11740","11740620","201506"
"12730","화곡로13길","185244","449035","11470","11470600","201506"
"11975","한글비석로_B","206198","462325","11350","11350670","201506"
"11978","한글비석로_D","205971","462743","11350","11350670","201506"
"11979","도당로27길","203657","463341","11320","11320690","201506"
"11981","방학로10길","203032","462743","11320","11320700","201506"
"11982","도당로_A","203278","462791","11320","11320690","201506"
"11983","도봉로156길","203974","463595","11320","11320522","201506"
"11984","도봉로145길","203668","462804","11320","11320690","201506"
"11992","도봉로150길","203892","463030","11320","11320690","201506"
"11949","동일로_A","204944","464247","11350","11350630","201506"
"11950","동일로_B","204819","464224","11350","11350630","201506"
"11953","도봉로_A","203803","463702","11320","11320521","201506"
"11954","동일로_C","204780","463969","11350","11350630","201506"
"11956","동일로242가길","204967","464104","11350","11350630","201506"
"11957","도봉로181길_A","203849","465051","11320","11320521","201506"
"11958","도봉로181길_B","203927","464905","11320","11320521","201506"
"11963","한글비석로20길_A","206519","462257","11350","11350624","201506"
"12185","망우로_E","208753","455651","11260","11260680","201506"
"12186","종암로_B","203071","455594","11290","11290705","201506"
"12286","창덕궁1길","198947","453346","11110","11110600","201506"
"12287","율곡로3길","198538","453213","11110","11110540","201506"
"12288","안암로_C","202535","453700","11290","11290600","201506"
"12290","북촌로5가길","198360","453477","11110","11110540","201506"
"12291","사가정로_A","207648","453548","11260","11260575","201506"
"12292","자하문로9길","197344","453292","11110","11110530","201506"
"12294","면목로_G","207722","453225","11260","11260570","201506"
"12600","양재대로128길","212761","449456","11740","11740685","201506"
"12602","능동로15길","206298","449611","11215","11215710","201506"
"12603","청파로_C","197346","449365","11170","11170555","201506"
"12506","다산로_E","201033","450967","11140","11140625","201506"
"12508","월드컵로_G","191797","451240","11440","11440720","201506"
"12510","장한로2길","206096","451351","11230","11230650","201506"
"12511","화곡로63길","186382","451029","11500","11500535","201506"
"12512","행당로17길","202850","451082","11200","11200560","201506"
"12516","양화로23길","193431","451085","11440","11440660","201506"
"12024","노해로85길","205815","461873","11350","11350640","201506"
"12025","노해로63길","204012","461545","11320","11320515","201506"
"12026","삼양로144길","201210","461332","11320","11320660","201506"
"12029","도봉로71길","201915","459128","11305","11305610","201506"
"12030","도봉로67길_A","202046","458954","11305","11305535","201506"
"12059","동일로180길","206724","458145","11350","11350595","201506"
"12062","연서로29길","192682","457856","11380","11380551","201506"
"12063","갈현로_A","192511","457806","11380","11380552","201506"
"12066","갈현로_B","192559","457707","11380","11380552","201506"
"12067","통일로_A","193251","457727","11380","11380530","201506"
"12403","퇴계로83길","201615","451958","11140","11140670","201506"
"12404","아리수로93길","215285","451769","11740","11740515","201506"
"12405","퇴계로88길","201847","451591","11140","11140650","201506"
"12408","천호대로_B","204982","451524","11200","11200790","201506"
"12409","용답19길","204575","451638","11200","11200790","201506"
"12273","망우로32길","206851","454674","11260","11260520","201506"
"12275","봉우재로43길","207908","454979","11260","11260590","201506"
"12276","봉우재로33길_B","207887","455122","11260","11260590","201506"
"12277","세검정로1길","194920","454749","11410","11410660","201506"
"12278","면목로_D","207730","453639","11260","11260575","201506"
"12761","등촌로_F","187903","447896","11500","11500570","201506"
"12762","이태원로_B","199813","448245","11170","11170685","201506"
"12763","곰달래로13길_B","185535","448045","11470","11470560","201506"
"12764","이태원로19길","199400","448444","11170","11170650","201506"
"12947","선유로_C","190215","447220","11560","11560610","201506"
"12948","영등포로5길","189799","447189","11560","11560610","201506"
"12950","오목로54길","188726","447162","11470","11470510","201506"
"12951","신목로_B","188974","446941","11470","11470630","201506"
"12969","노량진로12길","194504","445855","11590","11590520","201506"
"12971","도신로","192799","445932","11560","11560630","201506"
"11964","상계로23다길","206077","462136","11350","11350640","201506"
"12003","도봉로_G","203007","460754","11320","11320511","201506"
"12005","도봉로113길","202886","460959","11320","11320680","201506"
"12014","도봉로_H","203023","461038","11320","11320680","201506"
"12015","노해로_A","205755","461780","11350","11350640","201506"
"12017","노해로65길","204051","461335","11320","11320515","201506"
"12070","통일로87길","192838","458157","11380","11380551","201506"
"12237","응암로4길","192740","454162","11380","11380600","201506"
"12238","성북로","200400","454377","11290","11290525","201506"
"12240","면목로74길","207894","454467","11260","11260565","201506"
"12241","안암로_B","203056","454188","11230","11230545","201506"
"12242","겸재로_A","208102","454347","11260","11260565","201506"
"12247","용마산로_B","208548","454239","11260","11260575","201506"
"12248","망우로21길","205353","454527","11230","11230720","201506"
"12279","명지대길","193312","453622","11410","11410685","201506"
"12283","면목로_E","207754","453732","11260","11260575","201506"
"12223","보문로_C","201572","454349","11290","11290555","201506"
"12224","봉우재로14길","206924","454388","11260","11260520","201506"
"12227","상봉로11길","208131","454521","11260","11260565","201506"
"12228","보문로30길","201750","454562","11290","11290575","201506"
"12484","신촌로_B","195369","450755","11440","11440610","201506"
"12485","용마산로_F","207851","450722","11215","11215770","201506"
"12488","월드컵로_D","192060","450576","11440","11440690","201506"
"12491","공항대로_D","187301","450705","11500","11500520","201506"
"12443","연희맛로_B","193758","452023","11410","11410615","201506"
"12444","전농로_B","204925","452004","11230","11230600","201506"
"12446","청계천로","201599","452445","11110","11110710","201506"
"12534","공항대로41길_C","186452","451255","11500","11500535","201506"
"12536","화곡로68길","187474","450969","11500","11500520","201506"
"12537","월드컵로25길_B","191723","451020","11440","11440700","201506"
"12032","도봉로_K","202204","459200","11305","11305535","201506"
"12033","도봉로_L","202134","458868","11305","11305535","201506"
"12034","도봉로67길_B","201943","458926","11305","11305534","201506"
"12035","도봉로77길","201898","459328","11305","11305610","201506"
"12039","도봉로_M","202039","459167","11305","11305610","201506"
"12251","면목로_C","207502","454894","11260","11260590","201506"
"12253","인왕시장길_A","194945","454565","11410","11410640","201506"
"12254","망우로_H","207207","454979","11260","11260590","201506"
"12255","동소문로_G","201248","454768","11290","11290575","201506"
"12257","망우로30길","206613","454695","11260","11260520","201506"
"12258","동소문로_H","201640","455040","11290","11290575","201506"
"12260","회기로_E","204829","454639","11230","11230710","201506"
"12263","인왕시장길_B","195106","454623","11410","11410640","201506"
"12295","왕산로33길","203648","453438","11230","11230545","201506"
"12298","사가정로_B","208029","453502","11260","11260575","201506"
"12299","계동길","198783","453453","11110","11110600","201506"
"12475","월드컵로_C","191959","450706","11440","11440690","201506"
"12476","월드컵북로5나길","192628","450771","11440","11440660","201506"
"12477","망원로","191691","450770","11440","11440690","201506"
"12478","신촌로4길","193630","450919","11440","11440660","201506"
"12479","숭문길","195283","450646","11440","11440610","201506"
"12480","천호대로111길","207239","450889","11215","11215750","201506"
"12517","월드컵북로_C","192770","450841","11440","11440660","201506"
"12518","퇴계로20길","198732","450926","11140","11140550","201506"
"12519","월드컵북로6길_B","192943","451024","11440","11440710","201506"
"12520","월드컵로25길_A","191636","450970","11440","11440700","201506"
"12521","공항대로41길_A","186389","451137","11500","11500535","201506"
"12523","공항대로41길_B","186378","451213","11500","11500535","201506"
"12524","용마산로_G","207593","451492","11215","11215750","201506"
"12527","마조로","203554","451345","11200","11200550","201506"
"12528","동교로27길","193096","451153","11440","11440710","201506"
"12529","연희로_D","193429","451232","11440","11440710","201506"
"11993","도당로13길_A","203101","462974","11320","11320700","201506"
"11994","도봉로_D","203692","462944","11320","11320690","201506"
"11995","도당로13길_B","203216","462884","11320","11320700","201506"
"11998","도봉로109길","202836","460732","11320","11320680","201506"
"12000","도봉로114길","203204","460904","11320","11320511","201506"
"12001","도봉로_E","202909","460850","11320","11320680","201506"
"12071","동일로_L","206633","457990","11350","11350595","201506"
"12072","통일로83길","192755","457921","11380","11380551","201506"
"12073","동일로_M","206485","457956","11350","11350595","201506"
"12074","솔샘로67길","202342","458159","11305","11305555","201506"
"12075","공릉로_B","206841","458560","11350","11350600","201506"
"12264","이문로","205300","455029","11230","11230740","201506"
"12218","동소문로_D","200659","454450","11290","11290555","201506"
"12222","보문로_B","201244","454555","11290","11290555","201506"
"12710","아차산로51길","207481","448937","11215","11215850","201506"
"12665","아차산로78길","209632","449885","11215","11215810","201506"
"12092","한천로78길","205649","457077","11290","11290810","201506"
"12093","서오릉로_A","192589","457083","11380","11380552","201506"
"12094","월계로7길","202968","457015","11305","11305545","201506"
"12097","연서로_B","192776","457049","11380","11380570","201506"
"12098","장위로38길","204529","456942","11290","11290770","201506"
"12346","수색로2길","192566","452352","11410","11410690","201506"
"12347","마장로37길","203686","452409","11200","11200540","201506"
"12617","청파로47길_A","197229","449476","11170","11170555","201506"
"12621","","206072","449736","11215","11215710","201506"
"12624","아차산로_A","204778","449442","11200","11200690","201506"
"12625","상원길","204329","449745","11200","11200660","201506"
"12566","자양로45길","208095","450289","11215","11215860","201506"
"12567","천호대로_G","208001","450235","11215","11215860","201506"
"12569","동호로7길","200934","450325","11140","11140635","201506"
"12570","후암로_A","197935","450001","11170","11170510","201506"
"12571","후암로_B","198086","450024","11170","11170510","201506"
"12779","녹사평대로26길","199342","448067","11170","11170650","201506"
"12827","가로공원로76길_B","185743","448243","11500","11500540","201506"
"12828","화곡로4길","184842","448700","11470","11470600","201506"
"12831","양재대로_F","212014","447828","11740","11740660","201506"
"12832","영중로_A","191709","447563","11560","11560535","201506"
"12102","월계로7나길","202864","456973","11305","11305545","201506"
"12103","동일로_O","206782","456818","11260","11260630","201506"
"12229","응암로13길_A","192500","454364","11380","11380600","201506"
"12230","동소문로6길","200666","454324","11290","11290555","201506"
"12231","응암로_A","192555","454231","11380","11380600","201506"
"12390","다산로36길","201465","451455","11140","11140665","201506"
"12393","용답중앙15길","204742","451559","11200","11200790","201506"
"12395","천호대로87길","205988","451520","11230","11230650","201506"
"12396","왕십리로_B","202737","451482","11200","11200520","201506"
"12318","왕산로_A","204313","453838","11230","11230705","201506"
"12319","수색로_A","190708","453770","11380","11380650","201506"
"12449","방화동로_G","183410","451562","11500","11500620","201506"
"12451","장한로24길","206312","452164","11230","11230660","201506"
"12454","고산자로24길","203525","452285","11200","11200540","201506"
"12614","양재대로_C","212572","449760","11740","11740600","201506"
"12615","광나루로_B","207648","449383","11215","11215850","201506"
"12616","백범로_B","195105","449609","11440","11440610","201506"
"12668","성수일로12길","204679","449759","11200","11200690","201506"
"12672","백범로_D","194626","449843","11440","11440630","201506"
"12674","마포대로8길","195971","449680","11440","11440555","201506"
"12675","양화로_B","192317","449818","11440","11440680","201506"
"12677","화곡로_F","186443","449730","11500","11500590","201506"
"12777","천호옛14길","211095","448507","11740","11740650","201506"
"12778","자양로_A","207387","448341","11215","11215820","201506"
"12120","공릉로_E","207054","457428","11260","11260620","201506"
"12121","연서로27길","192721","457523","11380","11380552","201506"
"12123","솔샘로64길","202503","457396","11305","11305555","201506"
"12124","석계로9길","205583","457456","11350","11350560","201506"
"12130","중랑역로_B","206882","456117","11260","11260610","201506"
"12044","도봉로_N","202652","460196","11305","11305590","201506"
"12320","개운사길_A","202621","454139","11290","11290600","201506"
"12338","영천시장길","196466","452384","11410","11410520","201506"
"12339","사직로8길","197273","452800","11110","11110530","201506"
"12341","장한로_A","206408","452986","11230","11230660","201506"
"12342","답십리로_A","206113","452636","11230","11230660","201506"
"12343","창신길","200897","452631","11110","11110680","201506"
"12270","동소문로28길","201736","454909","11290","11290575","201506"
"12271","동소문로_I","201068","454750","11290","11290555","201506"
"12272","봉우재로33길_A","207707","454939","11260","11260590","201506"
"12324","인촌로24길","202591","453806","11290","11290600","201506"
"12325","안암로_D","202742","453943","11290","11290600","201506"
"12329","수색로4가길","192463","452378","11410","11410690","201506"
"12332","금낭화로_C","183298","452373","11500","11500640","201506"
"12586","고덕로_C","212018","450516","11740","11740570","201506"
"12588","동호로_A","201077","450480","11140","11140635","201506"
"12590","공항대로_H","188144","450207","11500","11500510","201506"
"12591","양천로_K","188111","450447","11500","11500520","201506"
"12592","상일로_B","215475","450224","11740","11740515","201506"
"12628","원효로_A","197180","449048","11170","11170560","201506"
"12795","이태원로54길","200117","448518","11170","11170685","201506"
"12852","당산로31길","190705","447559","11560","11560550","201506"
"12853","양재대로89길","211715","447524","11740","11740660","201506"
"12047","노해로11길","201923","459880","11305","11305630","201506"
"12048","도봉로_O","202542","460026","11305","11305590","201506"
"12050","노해로17길","201887","460116","11305","11305630","201506"
"13232","상도로_N","195747","444191","11590","11590530","201506"
"13233","논현로72길","203579","443992","11680","11680650","201506"
"13236","삼성로57길","205219","444240","11680","11680600","201506"
"13547","고척로_C","186750","444716","11530","11530730","201506"
"13550","사가정로25길","206278","453366","11230","11230660","201506"
"13551","영화사로_D","208006","450900","11215","11215770","201506"
"13553","도곡로_F","203269","443631","11680","11680640","201506"
"13554","휘경로3길","205558","455168","11230","11230740","201506"
"13473","독산로_C","191378","440864","11545","11545640","201506"
"13475","신림로_B","194248","441426","11620","11620665","201506"
"13477","마방로2길","203574","441167","11650","11650652","201506"
"13478","동산로_B","203822","441203","11650","11650652","201506"
"13479","신림로_C","194188","441186","11620","11620735","201506"
"13480","가산로_B","190662","441430","11545","11545610","201506"
"13481","시흥대로122길","191115","441134","11545","11545640","201506"
"12988","도산대로30길","202685","446466","11680","11680531","201506"
"12990","올림픽로35길_A","208889","446559","11710","11710710","201506"
"12992","도림로_A","190534","446147","11560","11560605","201506"
"12993","올림픽로35길_B","209134","446738","11710","11710710","201506"
"13231","마천로41길_B","213165","444158","11710","11710550","201506"
"13112","오금로35길","211252","445307","11710","11710570","201506"
"13452","낙성대로","196295","442024","11620","11620585","201506"
"13453","바우뫼로_B","203577","442324","11650","11650651","201506"
"13240","선릉로_C","204574","444197","11680","11680650","201506"
"13241","개봉로23가길","187499","443986","11530","11530740","201506"
"13242","거마로20길","213144","444280","11710","11710550","201506"
"13243","대림로27가길","191010","444056","11560","11560720","201506"
"13245","마천로41길_C","213304","444119","11710","11710540","201506"
"13247","디지털로31길","190325","443237","11530","11530540","201506"
"13250","신대방1가길","191729","443178","11590","11590670","201506"
"13469","신림로11길","194553","441038","11620","11620735","201506"
"13470","동산로_A","204071","441334","11650","11650652","201506"
"13471","강남대로18길","203525","441445","11650","11650652","201506"
"13587","논현로_E","202488","446316","11680","11680521","201506"
"13588","신월로_G","186014","446426","11470","11470610","201506"
"13589","백제고분로_K","209711","445496","11710","11710580","201506"
"13591","새말로_B","211339","442566","11710","11710646","201506"
"13493","금하로_A","191530","439424","11545","11545670","201506"
"13495","금하로24길","191895","438979","11545","11545710","201506"
"13204","중대로12길","210920","443757","11710","11710620","201506"
"13205","오금로46길_B","211861","444058","11710","11710632","201506"
"13206","방배로42길","199113","443908","11650","11650590","201506"
"13207","개봉로20길","187384","443355","11530","11530760","201506"
"13208","상도로61길","196230","443884","11590","11590530","201506"
"13209","마천로_B","213450","443963","11710","11710540","201506"
"13212","마천로41길_A","213267","444222","11710","11710550","201506"
"13213","대림로29길","190824","443903","11560","11560720","201506"
"13216","대림로_D","191077","443950","11560","11560720","201506"
"13441","시흥대로153길","190606","441942","11545","11545510","201506"
"13444","개포로22길","204360","441971","11680","11680690","201506"
"13445","남부순환로_R","197950","441994","11590","11590620","201506"
"13448","가산로_A","190509","442075","11545","11545510","201506"
"13450","개포로15길","204030","442252","11680","11680690","201506"
"13451","시흥대로151길","190909","441858","11545","11545610","201506"
"13497","시흥대로50길","191504","439108","11545","11545670","201506"
"13499","금하로25길","192004","439150","11545","11545710","201506"
"13043","신반포로43길","201528","445772","11650","11650540","201506"
"12786","명일로_B","212880","448709","11740","11740685","201506"
"13557","면목로48길","207990","453626","11260","11260575","201506"
"13563","한글비석로52길","205878","462868","11350","11350670","201506"
"13567","녹사평대로54길","198949","448879","11170","11170660","201506"
"12972","노량진로","194235","445873","11590","11590520","201506"
"12974","오금로11길","209929","446291","11710","11710562","201506"
"12975","영등포로_G","193030","445927","11560","11560630","201506"
"12858","신정중앙로_B","187694","447556","11470","11470650","201506"
"12859","한강대로15길","196800","447456","11170","11170625","201506"
"12864","성안로_D","211930","448094","11740","11740660","201506"
"12866","당산로36길","191066","447694","11560","11560560","201506"
"13217","서초중앙로24길","201604","444107","11650","11650531","201506"
"13222","중대로9길","210488","444237","11710","11710620","201506"
"13223","경인로_D","185837","443959","11530","11530770","201506"
"13224","오금로_B","211974","444179","11710","11710632","201506"
"13225","역삼로_E","203748","444099","11680","11680650","201506"
"13227","구일로10길","188820","443931","11530","11530520","201506"
"13228","동작대로","198572","444064","11650","11650590","201506"
"13229","서래로_D","199758","444178","11650","11650581","201506"
"13594","강서로_M","185593","449376","11500","11500560","201506"
"12868","압구정로29길_A","202530","448078","11680","11680545","201506"
"12870","성내로_B","210927","447925","11740","11740640","201506"
"12871","곰달래로_D","187093","447907","11500","11500550","201506"
"12874","강서로_K","186431","447834","11500","11500540","201506"
"12952","신월로_F","187970","447143","11470","11470650","201506"
"12955","언주로159길","202776","447210","11680","11680545","201506"
"12956","양산로_B","190963","447214","11560","11560550","201506"
"12957","신목로2길","189123","447128","11470","11470510","201506"
"13000","백제고분로41길_A","209397","445528","11710","11710580","201506"
"13001","양재대로72길","211408","445465","11710","11710570","201506"
"13002","위례성대로20길","211214","445527","11710","11710570","201506"
"13003","언주로108길","203659","445370","11680","11680640","201506"
"13004","흑석로_A","196438","445382","11590","11590605","201506"
"13005","서달로","196744","445317","11590","11590605","201506"
"13006","신길로_A","192042","445313","11560","11560650","201506"
"13009","장승배기로_B","194774","445391","11590","11590520","201506"
"13199","오류로8길_A","186272","443761","11530","11530780","201506"
"13202","오류로8길_B","186166","443667","11530","11530780","201506"
"13251","대림로_E","192064","443202","11590","11590670","201506"
"13253","서초대로25길","199482","443243","11650","11650621","201506"
"13254","개포로_B","206055","443295","11680","11680670","201506"
"13255","양재대로55길","207679","443517","11680","11680730","201506"
