"골목상권 번호","골목상권 명","엑스좌표 값","와이좌표 값","시군구 코드","행정동 코드","기준 년월 코드"
"13256","동남로_C","211186","443422","11710","11710641","201506"
"13363","디지털로_A","190457","442285","11530","11530595","201506"
"13284","신대방길","192013","443482","11590","11590670","201506"
"13286","구로동로26길_B","190208","443442","11530","11530550","201506"
"13287","방배로_C","199272","443588","11650","11650621","201506"
"13596","백제고분로45길","209632","445685","11710","11710580","201506"
"13597","망우로_J","205404","454397","11230","11230730","201506"
"13598","역삼로_F","205286","444933","11680","11680610","201506"
"13601","통일로_M","195268","454321","11410","11410655","201506"
"13602","언주로97길","203448","445137","11680","11680640","201506"
"13603","보문로38길","201254","454699","11290","11290555","201506"
"13604","도곡로77길","205104","444439","11680","11680630","201506"
"13516","등촌로_G","187882","450124","11500","11500530","201506"
"12055","덕릉로_D","203423","459899","11320","11320513","2015"
"13409","봉천로_D","195137","442663","11620","11620605","2015"
"12057","노해로_C","202089","460392","11305","11305630","2015"
"12037","수유로","201927","459530","11305","11305660","2015"
"12107","연서로_C","192610","456844","11380","11380560","2015"
"12038","노해로_B","201974","459702","11305","11305630","2015"
"12872","영중로_B","191602","447686","11560","11560535","2015"
"12250","망우로_G","207420","455092","11260","11260590","2015"
"13574","화곡로_M","186030","449138","11500","11500590","2015"
"13051","가락로_A","209992","444940","11710","11710580","2015"
"12356","양천로_C","183489","452751","11500","11500630","2015"
"12954","언주로_A","202888","447250","11680","11680545","2015"
"13569","서오릉로_H","192709","456724","11380","11380625","2015"
"12359","전농로15길","205016","453113","11230","11230560","2015"
"12256","용마산로_C","208848","454973","11260","11260660","2015"
"13571","강서로_L","186456","447965","11500","11500540","2015"
"13289","도림로_D","190587","443575","11530","11530550","2015"
"12259","통일로_G","194912","454437","11410","11410620","2015"
"12575","와우산로_B","193593","450377","11440","11440655","2015"
"13090","상도로_G","195211","444990","11590","11590540","2015"
"12262","동일로_W","207004","454793","11260","11260590","2015"
"13576","목동동로_C","189917","448527","11470","11470550","2015"
"13292","오금로_D","212874","443655","11710","11710532","2015"
"12296","약령중앙로_A","203219","453551","11230","11230545","2015"
"12297","금낭화로_A","183422","453119","11500","11500641","2015"
"13293","도림로_E","190450","443426","11530","11530550","2015"
"13179","신반포로_E","198916","444745","11650","11650550","2015"
"13295","구로중앙로_A","190549","443706","11530","11530550","2015"
"13282","중대로","210249","443543","11710","11710642","2015"
"13297","오금로_E","212641","443770","11710","11710531","2015"
"12855","오목로_D","188733","447334","11470","11470510","2015"
"13011","흑석로_B","196357","445352","11590","11590605","2015"
"13298","사임당로","202261","443624","11650","11650520","2015"
"13200","도림로_C","191069","443773","11560","11560710","2015"
"12481","굴레방로","196060","450779","11440","11440555","2015"
"12482","우장산로","185717","450615","11500","11500615","2015"
"12785","이태원로_C","200042","448569","11170","11170685","2015"
"12787","남부순환로_A","184696","448624","11470","11470580","2015"
"12788","아차산로_E","207491","448525","11215","11215830","2015"
"13201","방배로_A","199187","443787","11650","11650590","2015"
"13580","왕산로_B","203139","453217","11230","11230545","2015"
"13583","대림로_G","191647","443433","11560","11560700","2015"
"12794","한강대로_B","197613","448605","11170","11170625","2015"
"12108","월계로_B","202931","456713","11290","11290715","2015"
"12109","숙선옹주로","207067","457262","11260","11260620","2015"
"13490","은행나무로","191508","438934","11545","11545670","2015"
"13032","올림픽로_L","207390","445844","11710","11710670","2015"
"12112","중랑역로_A","206852","457473","11260","11260620","2015"
"12522","왕십리로_D","203216","451217","11200","11200560","2015"
"13535","석촌호수로_I","207686","445441","11710","11710650","2015"
"12115","갈현로_C","192201","457254","11380","11380552","2015"
"13338","은천로_A","195403","442974","11620","11620615","2015"
"12117","화랑로_A","206782","457662","11350","11350595","2015"
"12525","청파로_B","197019","451155","11140","11140680","2015"
"12119","공릉로_D","206941","457380","11260","11260620","2015"
"13033","올림픽로_M","208281","445735","11710","11710680","2015"
"12797","아차산로_F","206881","448779","11215","11215820","2015"
"13364","남부순환로_G","191390","442167","11545","11545630","2015"
"13366","남부순환로_H","196202","442321","11620","11620575","2015"
"12921","신월로_C","187724","446925","11470","11470620","2015"
"12922","양재대로_H","212034","447225","11740","11740690","2015"
"12648","공항대로_I","189004","449688","11470","11470520","2015"
"12803","자양로_B","207284","448739","11215","11215820","2015"
"11997","동일로_G","205492","461107","11350","11350695","2015"
"13288","동광로_B","198987","443694","11650","11650590","2015"
"13595","올림픽로_O","208288","445918","11710","11710680","2015"
"12923","오목로_E","188553","447239","11470","11470510","2015"
"13344","양녕로","195411","443136","11620","11620565","2015"
"13068","역삼로_B","205404","444829","11680","11680610","2015"
"12307","거북골로_B","193418","453606","11410","11410685","2015"
"13599","봉천로_E","196921","441849","11620","11620625","2015"
"13600","남부순환로_W","196583","442135","11620","11620575","2015"
"13302","조원로_A","191428","442651","11620","11620725","2015"
"12312","사가정로_C","207935","453399","11260","11260570","2015"
"13345","구로동로_F","189831","443014","11530","11530530","2015"
"12265","망우로_I","206605","454997","11260","11260610","2015"
"12315","보문로_E","201688","453846","11290","11290610","2015"
"12364","증가로_A","193200","453143","11410","11410700","2015"
"12217","면목로_B","207629","454487","11260","11260565","2015"
"13304","시흥대로_D","191453","442751","11620","11620725","2015"
"12219","회기로_B","204960","454430","11230","11230720","2015"
"13037","석촌호수로_A","207618","445714","11710","11710680","2015"
"13024","흑석로_D","196677","445447","11590","11590605","2015"
"12664","목동중앙본로","188533","449635","11470","11470520","2015"
"13166","삼성로_E","205144","444702","11680","11680630","2015"
"12466","영화사로_B","207855","451010","11215","11215770","2015"
"12467","능동로_C","206983","451019","11215","11215740","2015"
"12469","공항대로_B","186813","450848","11500","11500535","2015"
"12666","독막로_B","193047","449717","11440","11440655","2015"
"12667","구천면로_B","211907","449902","11740","11740570","2015"
"12472","공항대로_C","187084","450542","11500","11500591","2015"
"12021","동일로_K","205327","461529","11350","11350695","2015"
"12538","청구로","201109","451168","11140","11140625","2015"
"12772","강서로_J","186359","448032","11500","11500540","2015"
"12773","목동동로_A","189063","448056","11470","11470550","2015"
"12682","목동중앙북로","188763","449692","11470","11470520","2015"
"12095","서오릉로_B","192802","456859","11380","11380570","2015"
"12876","자양번영로_A","206751","448036","11215","11215830","2015"
"13388","관악로_C","195829","442627","11620","11620615","2015"
"12345","서울시립대로","204178","452796","11230","11230560","2015"
"12905","선유로_B","190338","446757","11560","11560605","2015"
"13117","가락로_C","209004","444407","11710","11710600","2015"
"12348","하정로","202452","452902","11230","11230536","2015"
"12087","공릉로_C","206726","458888","11350","11350600","2015"
"12212","보문로_A","201421","454337","11290","11290555","2015"
"12132","서오릉로_E","193418","455855","11380","11380510","2015"
"12619","화곡로_D","186263","449398","11500","11500590","2015"
"12620","화곡로_E","186161","449290","11500","11500590","2015"
"12136","동소문로_A","201930","455908","11290","11290660","2015"
"12942","목동서로_B","188471","446831","11470","11470670","2015"
"12622","마포대로","195575","449563","11440","11440555","2015"
"13631","도봉로_T","202507","458197","11305","11305545","2015"
"12337","통일로_J","196585","452311","11410","11410520","2015"
"12421","동교로","193410","451387","11440","11440710","2015"
"12626","능동로_E","206454","449599","11215","11215710","2015"
"13197","거마로_B","212864","443827","11710","11710532","2015"
"12235","삼선교로_B","200526","454219","11290","11290555","2015"
"13244","동남로_B","211603","444118","11710","11710632","2015"
"13632","오목로_H","188852","447216","11470","11470510","2015"
"12426","고산자로_B","203179","451719","11200","11200535","2015"
"12302","홍릉로","203801","453814","11230","11230545","2015"
"13325","서초대로","198629","442839","11650","11650610","2015"
"13633","자양로_D","208177","450212","11215","11215860","2015"
"13077","석촌호수로_B","208150","445292","11710","11710610","2015"
"12560","화곡로_B","186603","449984","11500","11500591","2015"
"12430","천호대로_D","204687","451936","11230","11230600","2015"
"12562","양천로_I","188954","450064","11500","11500510","2015"
"12829","보광로_A","199940","447524","11170","11170700","2015"
"12830","오목로_A","187633","447419","11470","11470650","2015"
"12565","양천로_J","188790","450177","11500","11500510","2015"
"12434","난계로17길","201978","452241","11140","11140670","2015"
"12435","연희맛로_A","193928","452045","11410","11410615","2015"
"12833","보광로_B","200051","447533","11170","11170700","2015"
"12100","불광로_A","193959","456781","11380","11380520","2015"
"12837","압구정로","203549","447681","11680","11680545","2015"
"12839","목동로_A","187935","447648","11470","11470650","2015"
"12101","서오릉로_C","192342","457158","11380","11380552","2015"
"12308","고산자로_A","203488","453609","11230","11230545","2015"
"12843","성안로_B","211534","447725","11740","11740640","2015"
"13129","경인로_A","187951","444386","11530","11530720","2015"
"12845","목동서로_A","188603","447508","11470","11470510","2015"
"12105","서오릉로_D","192376","456974","11380","11380560","2015"
"12106","동일로_P","206738","457095","11260","11260630","2015"
"12850","오목로_C","187840","447416","11470","11470650","2015"
"13636","목동동로_D","189524","448555","11470","11470550","2015"
"12644","아차산로_B","209503","449843","11215","11215810","2015"
"12137","은평로_A","193740","455830","11380","11380510","2015"
"12138","동소문로_B","202282","456231","11290","11290685","2015"
"13464","범안로_B","191150","440728","11545","11545620","2015"
"12389","성산로","195085","451643","11410","11410585","2015"
"12646","광나루로_C","206136","449951","11215","11215730","2015"
"12391","긴고랑로_A","207143","451516","11215","11215740","2015"
"12647","독서당로_A","201865","449767","11200","11200620","2015"
"12394","공항대로_A","183369","451188","11500","11500620","2015"
"13637","목동서로_D","189381","448585","11470","11470550","2015"
"13546","서초중앙로","201082","444743","11650","11650560","2015"
"12148","정릉로_B","201092","456156","11290","11290630","2015"
"12316","면목로_J","207836","454259","11260","11260565","2015"
"12304","응암로_D","192031","453299","11410","11410720","2015"
"12305","응암로_E","192333","453569","11410","11410720","2015"
"12931","신월로_D","187460","446865","11470","11470620","2015"
"12158","진흥로_B","193571","456508","11380","11380510","2015"
"13369","남부순환로_I","191688","442394","11620","11620725","2015"
"13370","가산디지털2로","189275","441969","11545","11545510","2015"
"12162","통일로_D","193888","456468","11380","11380510","2015"
"12450","수색로_C","192399","452306","11410","11410690","2015"
"13371","쑥고개로_B","195088","442286","11620","11620595","2015"
"12452","양천로_E","186591","451862","11500","11500603","2015"
"12453","연희로_C","193772","451826","11410","11410615","2015"
"12928","월정로_D","186025","447068","11470","11470590","2015"
"12455","통일로_K","196789","451995","11410","11410520","2015"
"12612","양재대로_B","212712","449766","11740","11740530","2015"
"12388","양천로_D","186885","451445","11500","11500535","2015"
"12613","한강대로_A","197629","449592","11170","11170530","2015"
"12493","청파로_A","197214","450966","11140","11140680","2015"
"12494","영화사로_C","207807","450932","11215","11215770","2015"
"12495","신촌로_C","195099","450743","11440","11440600","2015"
"12882","자양번영로_B","206619","448051","11215","11215840","2015"
"12497","천호대로_F","207104","450892","11215","11215750","2015"
"12498","다산로_C","200964","450758","11140","11140625","2015"
"13416","난곡로_E","192653","441830","11620","11620765","2015"
"12605","청파로_D","197445","449432","11170","11170530","2015"
"13262","동남로_D","210927","443469","11710","11710620","2015"
"12187","은평로_B","193765","455702","11380","11380580","2015"
"12608","상암로_B","212788","449629","11740","11740530","2015"
"12670","백범로_C","194907","449706","11440","11440600","2015"
"12671","올림픽로_G","211291","449971","11740","11740610","2015"
"12687","아차산로_C","208224","448813","11215","11215870","2015"
"13111","상도로_I","194577","444919","11590","11590540","2015"
"12189","종암로_C","202974","455774","11290","11290705","2015"
"12190","연서로_D","192528","455589","11380","11380625","2015"
"12691","성덕정15길","204736","448801","11200","11200670","2015"
"12676","상일로_C","215240","450095","11740","11740520","2015"
"12894","올림픽로_K","209289","446799","11710","11710690","2015"
"12193","동일로_S","207093","455876","11260","11260600","2015"
"12696","성수이로7가길","204876","449004","11200","11200670","2015"
"12194","동일로_T","207119","455661","11260","11260600","2015"
"12150","서오릉로_F","193165","456454","11380","11380570","2015"
"12151","보국문로_B","200905","456644","11290","11290650","2015"
"12152","서오릉로_G","193081","456327","11380","11380625","2015"
"12153","진흥로_A","196295","456362","11110","11110560","2015"
"12195","동일로_U","206964","455660","11260","11260610","2015"
"12155","보국문로_C","200875","456439","11290","11290630","2015"
"12197","중랑역로_G","206812","455676","11260","11260610","2015"
"12089","통일로_B","193773","456948","11380","11380520","2015"
"12122","석계로_B","205721","457376","11350","11350560","2015"
"12198","은평로_D","192946","455506","11380","11380580","2015"
"12499","월드컵로_E","191868","450811","11440","11440690","2015"
"12371","월드컵북로_B","190249","452910","11440","11440740","2015"
"12125","신내로_A","208099","457456","11260","11260690","2015"
"12126","화랑로_B","206509","457612","11350","11350595","2015"
"12128","봉화산로_A","208373","456200","11260","11260690","2015"
"12129","신내로_B","208477","456090","11260","11260680","2015"
"12895","의사당대로_A","193325","446756","11560","11560540","2015"
"12890","선유로_A","190246","446617","11560","11560605","2015"
"12045","한천로_A","202062","460221","11305","11305630","2015"
"12046","섬밭로","205718","459908","11350","11350625","2015"
"12502","포은로_A","191529","450744","11440","11440690","2015"
"12321","통일로_H","195325","453933","11410","11410620","2015"
"12540","긴고랑로_B","207142","451385","11215","11215740","2015"
"12542","양천로_H","187213","451176","11500","11500520","2015"
"12322","성균관로","199805","453980","11110","11110650","2015"
"13434","남부순환로_P","196560","441999","11620","11620585","2015"
"13085","석촌호수로_D","208130","445351","11710","11710680","2015"
"12547","올림픽로_A","211262","450142","11740","11740580","2015"
"12340","월드컵북로_A","191550","452281","11440","11440730","2015"
"12549","강서로_C","185470","450105","11500","11500611","2015"
"12412","능동로_A","207310","451594","11215","11215740","2015"
"12414","퇴계로_B","200767","451722","11140","11140590","2015"
"12415","퇴계로_C","202013","451815","11140","11140670","2015"
"12553","올림픽로_C","211392","450403","11740","11740570","2015"
"12554","상암로_A","211165","450236","11740","11740580","2015"
"12556","고덕로_A","213176","450361","11740","11740530","2015"
"13131","도곡로_B","204985","444348","11680","11680630","2015"
"12698","명일로_A","213008","448929","11740","11740685","2015"
"12699","아차산로_D","208241","448946","11215","11215870","2015"
"12417","면목로_M","207053","451707","11215","11215740","2015"
"12701","올림픽로_H","210968","449217","11740","11740610","2015"
"13618","한글비석로_L","206445","462136","11350","11350624","2015"
"12323","통일로_I","195336","454094","11410","11410655","2015"
"12716","화곡로_H","185850","449037","11500","11500540","2015"
"12706","구의강변로","208414","448959","11215","11215870","2015"
"13331","관악로_B","196125","443026","11620","11620565","2015"
"12328","종로_A","201498","452774","11110","11110700","2015"
"13605","양재대로_K","212662","449987","11740","11740600","2015"
"12267","용마공원로","208951","455088","11260","11260655","2015"
"12330","종로_B","201486","452574","11110","11110710","2015"
"12331","방화동로_A","183402","452297","11500","11500640","2015"
"12610","광나루로_A","206594","449592","11215","11215710","2015"
"12897","신목로_A","188810","446669","11470","11470630","2015"
"12333","무학로_A","202663","452827","11230","11230536","2015"
"12721","화곡로_I","185767","449171","11500","11500560","2015"
"12713","화곡로_G","185455","449025","11500","11500560","2015"
"12587","포은로_B","191755","450484","11440","11440690","2015"
"12715","능동로_F","206387","449439","11215","11215710","2015"
"12722","구천면로_C","211557","449357","11740","11740610","2015"
"12767","강서로_I","186467","448069","11500","11500593","2015"
"12589","고덕로_D","212432","450626","11740","11740590","2015"
"13621","대림로_H","191134","444135","11560","11560720","2015"
"12214","회기로_A","205101","454567","11230","11230720","2015"
"12216","면목로_A","207773","454429","11260","11260565","2015"
"12724","독막로_C","195481","449364","11440","11440610","2015"
"12170","이문로30길_A","205414","455293","11230","11230740","2015"
"12898","이촌로_A","197741","446673","11170","11170630","2015"
"12593","포은로_C","191639","450415","11440","11440690","2015"
"12174","휘경로_A","205368","455151","11230","11230740","2015"
"12627","구천면로_A","211889","449621","11740","11740600","2015"
"13623","면목로_P","207691","454116","11260","11260565","2015"
"13327","신사로","192220","442977","11620","11620725","2015"
"12179","아리랑로_A","201350","455083","11290","11290575","2015"
"12796","천호대로_L","211820","448552","11740","11740620","2015"
"12182","망우로_D","207679","455167","11260","11260590","2015"
"12851","성내로_A","210689","447769","11740","11740640","2015"
"13280","도곡로_E","203321","443493","11680","11680655","2015"
"12438","방화동로_D","183276","451840","11500","11500640","2015"
"12439","연희로_A","193879","451757","11410","11410615","2015"
"13627","의사당대로_B","192862","447347","11560","11560540","2015"
"12041","덕릉로_C","202229","459551","11305","11305590","2015"
"12442","방화동로_E","183504","451937","11500","11500630","2015"
"13266","시흥대로_A","191599","443196","11560","11560710","2015"
"12049","진관3로","193131","460152","11380","11380690","2015"
"13630","관악로_D","196012","442885","11620","11620615","2015"
"13172","신반포로_D","198913","444640","11650","11650550","2015"
"13196","개포로_A","207065","443881","11680","11680740","2015"
"13234","가마산로_B","190209","444078","11530","11530560","2015"
"13235","방배중앙로","198759","444178","11650","11650590","2015"
"11967","덕릉로_A","206575","461977","11350","11350624","2015"
"13092","신반포로_A","200399","445210","11650","11650580","2015"
"12736","당산로_A","191446","448105","11560","11560560","2015"
"12740","독서당로_D","200879","448240","11170","11170685","2015"
"12741","강변역로","208257","448295","11215","11215870","2015"
"12594","천호대로_H","207730","450599","11215","11215750","2015"
"13552","회나무로","198897","448805","11170","11170660","2015"
"12944","선유로24길","190362","447091","11560","11560610","2015"
"12598","면목로_O","206740","450690","11215","11215730","2015"
"11973","방학로_A","202935","462500","11320","11320710","2015"
"13394","남부순환로_L","192733","442496","11620","11620765","2015"
"13135","경인로_B","187446","444159","11530","11530740","2015"
"13476","시흥대로_I","191002","441006","11545","11545640","2015"
"12200","동일로_V","206931","455854","11260","11260610","2015"
"12983","삼성로_C","204535","446472","11680","11680580","2015"
"12202","은평로_E","193387","455677","11380","11380580","2015"
"13398","봉천로_B","195524","442604","11620","11620615","2015"
"13071","가락로_B","210113","444864","11710","11710590","2015"
"12985","선릉로_A","203648","446525","11680","11680565","2015"
"12725","만리재로","195869","449361","11440","11440565","2015"
"12726","양재대로_D","212500","449348","11740","11740600","2015"
"12205","갈현로_E","192153","455502","11380","11380631","2015"
"12989","이촌로_B","197940","446560","11170","11170630","2015"
"12731","광나루로_D","208279","449156","11215","11215870","2015"
"13102","신반포로_B","200661","445307","11650","11650580","2015"
"11977","한글비석로_C","206468","462435","11350","11350670","2015"
"13400","남부순환로_N","192292","442376","11620","11620765","2015"
"13218","사당로_A","196137","443953","11590","11590530","2015"
"11980","도봉로_C","203783","463294","11320","11320690","2015"
"12673","공항대로_J","188981","449777","11500","11500510","2015"
"13502","시흥대로_L","191270","438226","11545","11545690","2015"
"13113","반포대로_A","200126","445260","11650","11650580","2015"
"13114","송파대로","209314","445134","11710","11710600","2015"
"11986","한글비석로_E","205783","462799","11350","11350710","2015"
"11987","도당로_B","203154","462669","11320","11320690","2015"
"11988","동일로_E","205097","462928","11350","11350710","2015"
"11989","동일로_F","205041","462915","11350","11350700","2015"
"11990","마들로","204187","463214","11320","11320690","2015"
"12490","양천로_F","187746","450839","11500","11500520","2015"
"13093","상도로_H","194883","445039","11590","11590540","2015"
"13454","개포로_D","204357","442148","11680","11680690","2015"
"13455","남부순환로_U","196746","442048","11620","11620575","2015"
"13075","상도로_E","194823","445161","11590","11590510","2015"
"11955","동일로_D","204846","464465","11350","11350630","2015"
"12977","신정이펜2로","185061","445752","11470","11470640","2015"
"12978","백제고분로_A","210161","446207","11710","11710562","2015"
"12997","목동동로_B","187784","446250","11470","11470680","2015"
"11959","한글비석로_A","206461","462238","11350","11350624","2015"
"11960","노원로","205864","462038","11350","11350640","2015"
"11961","해등로_A","203166","462123","11320","11320670","2015"
"13402","사당로_D","197938","442636","11590","11590620","2015"
"12184","은평로9길","193068","455780","11380","11380580","2015"
"13246","구로동로_B","189736","443841","11530","11530530","2015"
"12815","이태원로_E","199846","448432","11170","11170685","2015"
"13249","효령로_A","202352","443249","11650","11650520","2015"
"12982","목동서로_C","188060","446379","11470","11470670","2015"
"13106","석촌호수로_G","207885","445351","11710","11710650","2015"
"12984","학동로_B","204095","446585","11680","11680565","2015"
"12821","아차산로_G","206955","448635","11215","11215820","2015"
"13472","호암로","194092","441266","11620","11620745","2015"
"12293","면목로_F","207854","453631","11260","11260575","2015"
"13586","은천로_C","194590","442892","11620","11620605","2015"
"12822","뚝섬로_A","205502","448561","11215","11215847","2015"
"12601","양재대로_A","212646","449471","11740","11740685","2015"
"13320","난곡로_B","192275","442867","11620","11620725","2015"
"13057","고무래로","200862","444883","11650","11650581","2015"
"13143","서래로_C","199744","444404","11650","11650581","2015"
"13592","남부순환로_V","194886","442606","11620","11620605","2015"
"13492","시흥대로_K","191422","438554","11545","11545690","2015"
"13322","효령로_B","201358","442754","11650","11650530","2015"
"13494","독산로_G","191762","439112","11545","11545710","2015"
"12514","성미산로","192015","450924","11440","11440720","2015"
"12515","서소문로","196841","451284","11410","11410565","2015"
"13060","상도로_C","193527","444543","11590","11590660","2015"
"13496","금하로_B","191797","439214","11545","11545700","2015"
"13405","봉천로30길","194306","442862","11620","11620605","2015"
"13324","서운로","202579","442816","11650","11650520","2015"
"12028","도봉로_J","202103","459064","11305","11305610","2015"
"13457","태봉로","202430","440529","11650","11650651","2015"
"13458","시흥대로_G","190834","440665","11545","11545610","2015"
"12031","덕릉로_B","202148","459382","11305","11305535","2015"
"12652","창전로","194066","449660","11440","11440630","2015"
"12060","공릉로_A","206759","457802","11350","11350595","2015"
"13607","군자로","206356","450017","11215","11215730","2015"
"13211","영동대로","206248","444270","11680","11680610","2015"
"12064","솔샘로_A","201720","457744","11305","11305575","2015"
"12065","연서로_A","193122","457869","11380","11380530","2015"
"12654","독막로_A","192534","449860","11440","11440680","2015"
"12655","상암로_E","211326","450078","11740","11740570","2015"
"12069","솔샘로_B","201702","457860","11305","11305534","2015"
"13214","도곡로_D","205012","444188","11680","11680600","2015"
"13215","상도로_M","195936","443935","11590","11590530","2015"
"13460","범안로_A","191185","440873","11545","11545640","2015"
"12407","퇴계로_A","201509","451825","11140","11140615","2015"
"13346","은천로_B","194548","443017","11620","11620525","2015"
"13442","독산로_A","191389","441935","11545","11545630","2015"
"12410","충정로","196805","451536","11410","11410565","2015"
"12411","월드컵로_A","191425","451698","11440","11440730","2015"
"13443","독산로_B","191534","442077","11545","11545630","2015"
"12274","휘경로_B","205464","455034","11230","11230740","2015"
"13521","봉화산로_B","208612","456498","11260","11260680","2015"
"13347","난곡로_C","192409","443029","11620","11620685","2015"
"13446","남부순환로_S","196814","441902","11620","11620625","2015"
"13447","개포로_C","204292","442240","11680","11680690","2015"
"13524","동남로_E","211361","444040","11710","11710632","2015"
"13449","남부순환로_T","196968","441925","11620","11620575","2015"
"13144","경인로_C","187831","444194","11530","11530720","2015"
"13526","와우산로_D","193797","450496","11440","11440655","2015"
"12912","국제금융로","194114","446574","11560","11560540","2015"
"13612","고척로_D","186527","444817","11530","11530740","2015"
"13529","사가정로_E","206126","453310","11230","11230660","2015"
"13530","새창로_B","196495","448533","11170","11170590","2015"
"13555","응암로12길","192764","454338","11380","11380600","2015"
"12970","영등포로_F","193060","446056","11560","11560630","2015"
"13556","회기로_F","204840","454486","11230","11230710","2015"
"12913","중앙로_C","187135","446625","11470","11470620","2015"
"12002","도봉로_F","203138","461043","11320","11320511","2015"
"13558","보문로_F","201804","453913","11290","11290610","2015"
"12004","한글비석로_F","206726","461180","11350","11350621","2015"
"13559","은평터널로","190825","453767","11380","11380650","2015"
"12006","한글비석로_G","206803","461147","11350","11350619","2015"
"12009","동일로_H","205472","460999","11350","11350695","2015"
"12010","동일로_I","205442","461321","11350","11350695","2015"
"12011","한글비석로_H","206738","460963","11350","11350621","2015"
"12012","동일로_J","205400","461250","11350","11350695","2015"
"12013","한글비석로_I","206866","460980","11350","11350619","2015"
"13561","전농로_C","205120","452687","11230","11230610","2015"
"12748","등촌로_E","187928","448055","11500","11500570","2015"
"12016","도봉로_I","203379","461826","11320","11320670","2015"
"13565","백범로_E","195055","449761","11440","11440610","2015"
"12018","한글비석로_J","206755","461305","11350","11350621","2015"
"12019","한글비석로_K","206837","461297","11350","11350619","2015"
"12749","곰달래로_B","186794","448004","11500","11500593","2015"
"13332","천왕로","185771","442752","11530","11530780","2015"
"12973","양재대로_I","211696","446280","11710","11710566","2015"
"12239","회기로_C","204578","454604","11230","11230710","2015"
"13436","시흥대로_F","190986","441832","11545","11545610","2015"
"12961","중앙로_D","186967","447048","11470","11470650","2015"
"12976","위례성대로","210033","446365","11710","11710562","2015"
"12243","회기로_D","204948","454611","11230","11230710","2015"
"12244","응암로14길","192764","454550","11380","11380600","2015"
"12246","겸재로_B","207607","454317","11260","11260565","2015"
"12963","영등포로_E","189773","446965","11560","11560610","2015"
"13356","신원로","193695","442344","11620","11620655","2015"
"12860","목동로_B","188034","447690","11470","11470510","2015"
"12281","응암로_B","192158","453592","11410","11410720","2015"
"12282","거북골로_A","193431","453356","11410","11410685","2015"
"12966","오목로_F","186115","446869","11470","11470590","2015"
"12285","자하문로_A","197556","453448","11110","11110515","2015"
"12865","월정로_B","185702","447691","11470","11470560","2015"
"12967","장승배기로_A","194645","445890","11590","11590520","2015"
"12225","통일로_F","195070","454439","11410","11410640","2015"
"12226","안암로_A","203177","454358","11230","11230545","2015"
"12754","양평로_E","191551","448245","11560","11560560","2015"
"13372","남부순환로_J","195137","442564","11620","11620605","2015"
"13013","오금로31길_A","210924","445490","11710","11710561","2015"
"13358","남부순환로_D","196269","442170","11620","11620585","2015"
"12486","강서로_B","185613","450784","11500","11500611","2015"
"12487","왕십리로_C","203697","450803","11200","11200550","2015"
"13040","올림픽로_N","207664","445829","11710","11710670","2015"
"12489","능동로_D","207242","451166","11215","11215750","2015"
"13203","송이로_B","211067","443818","11710","11710632","2015"
"13017","장승배기로_C","194637","445407","11590","11590520","2015"
"12910","강동대로","211752","447023","11740","11740660","2015"
"13230","삼성로_G","205684","444095","11680","11680610","2015"
"12447","연희로_B","194017","452021","11410","11410615","2015"
"12448","방화동로_F","183409","451942","11500","11500640","2015"
"12531","양천로_G","188047","450886","11500","11500510","2015"
"12532","공항대로_E","186315","450980","11500","11500535","2015"
"12533","공항대로_F","185791","450943","11500","11500615","2015"
"13593","응암로_F","193174","455609","11380","11380580","2015"
"12535","신촌로_D","193666","451026","11410","11410585","2015"
"13019","고척로_A","187470","445149","11530","11530730","2015"
"12867","양재대로_G","212221","448020","11740","11740700","2015"
"13408","구로동로_G","189917","442672","11530","11530595","2015"
"12869","올림픽로_J","210792","448058","11740","11740640","2015"
"13021","흑석로_C","196576","445535","11590","11590605","2015"
